"tag","day","rate"
"other",-116,28
"other",-77,26
"other",-75,21
"other",-75,7
"other",-72,3
"other",-71,12
"other",-71,15
"other",-68,20
"other",-67,78
"other",-67,2
"other",-67,32
"other",-67,21
"other",-63,45
"other",-60,100
"other",-58,14
"other",-58,100
"other",-54,54
"other",-49,95
"other",-32,0
"other",-30,0
"other",-28,100
"other",-23,0
"other",-14,1
"pos",-9,6
"other",-9,4
"other",-3,12
"other",-2,7
"other",-2,0
"pos",-1,4
"other",-1,9
"pos",-1,8
"other",0,19
"pos",0,29
"other",0,9
"other",1,3
"pos",1,17
"other",1,10
"pos",1,22
"other",1,4
"other",1,13
"other",1,2
"pos",1,10
"other",1,12
"other",1,8
"other",1,3
"other",1,2
"other",1,17
"other",1,5
"other",1,10
"pos",1,10
"other",2,5
"other",2,0
"pos",2,17
"other",2,12
"other",2,7
"other",2,1
"pos",2,9
"other",2,0
"other",2,1
"other",2,0
"other",2,16
"other",2,29
"pos",2,12
"other",2,15
"other",3,6
"other",3,5
"pos",3,10
"other",3,26
"other",3,35
"other",3,6
"other",3,10
"pos",3,9
"other",3,4
"other",3,20
"other",3,8
"other",3,15
"pos",3,4
"neg",3,4
"pos",4,7
"other",4,12
"poor",4,3
"pos",4,7
"other",4,6
"other",4,7
"pos",5,5
"other",5,1
"neg",5,12
"pos",5,3
"other",5,6
"pos",6,8
"other",6,43
"other",6,12
"other",6,2
"other",6,3
"neg",6,6
"neg",6,-10
"other",6,13
"pos",6,13
"other",6,16
"pos",6,3
"pos",6,6
"other",6,11
"poor",7,2
"pos",7,8
"other",8,3
"other",8,7
"other",8,5
"other",8,1
"other",8,9
"other",10,23
"other",10,17
"pos",10,9
"other",11,0
"other",11,-20
"neg",11,0
"pos",11,9
"other",11,2
"other",12,4
"pos",12,18
"other",12,6
"other",12,14
"other",12,3
"other",13,1
"pos",13,5
"pos",13,6
"neg",13,6
"poor",15,11
"poor",15,5
"pos",15,2
"other",16,0
"other",16,4
"other",22,5
"other",22,3
"other",23,3
"neg",23,9
"other",35,100
"other",38,100
"other",43,93
"other",43,7
"other",48,36
"other",49,32
"other",58,6
"neg",71,3
"neg",73,7
"other",83,59
"other",86,5
"other",86,3
"other",87,62
"other",87,19
"other",101,10
"other",108,44
"pos",113,5
"pos",123,13
"neg",124,3
"other",131,6
"other",142,6
"other",151,3
"other",159,26
"other",-188,4
