"tag","day","rate"
"other",-171,52
"other",-100,7
"other",-99,11
"other",-98,56
"other",-74,41
"other",-70,25
"other",-22,8
"other",-19,49
"other",-19,0
"other",-15,100
"pos",-14,4
"other",-13,8
"poor",0,16
"other",0,2
"other",0,64
"pos",0,6
"other",0,4
"other",0,9
"poor",0,11
"other",0,0
"pos",0,14
"poor",1,0
"poor",1,5
"pos",1,12
"pos",1,1
"pos",1,9
"pos",1,1
"neg",1,3
"other",1,3
"other",1,1
"pos",1,1
"poor",1,0
"poor",1,2
"pos",1,11
"other",1,21
"poor",1,2
"poor",1,1
"other",2,10
"pos",2,13
"poor",2,3
"other",2,1
"neg",2,3
"pos",2,2
"neg",3,4
"pos",3,3
"pos",3,18
"pos",3,28
"other",3,10
"poor",3,5
"other",3,7
"poor",3,6
"pos",3,11
"other",4,9
"pos",4,3
"other",5,9
"pos",5,24
"other",5,38
"other",5,42
"other",6,6
"pos",6,4
"other",7,10
"other",8,1
"other",8,17
"other",8,29
"poor",9,2
"neg",9,4
"poor",10,1
"pos",10,0
"poor",10,1
"other",10,3
"other",10,4
"other",10,2
"other",10,2
"pos",11,6
"other",11,4
"other",13,2
"other",13,0
"other",13,0
"other",15,1
"other",18,21
"other",23,5
"other",24,3
"other",24,3
"pos",27,6
"pos",27,7
"other",27,1
"other",27,1
"other",27,1
"other",30,8
"other",36,15
"other",57,0
"other",65,6
"other",80,7
"other",100,1
"pos",118,7
"other",126,23
"other",133,14
"other",133,8
"other",150,1
