"tag","day","rate"
"other",-153,22
"other",-152,30
"other",-73,24
"other",-69,6
"other",-26,100
"other",-15,16
"other",-14,0
"other",-9,0
"other",-3,3
"other",-2,9
"other",-1,13
"pos",0,6
"pos",0,8
"neg",0,0
"pos",0,10
"pos",0,31
"other",0,15
"other",0,13
"other",0,13
"pos",0,8
"other",0,33
"pos",0,4
"pos",0,6
"poor",0,2
"pos",0,1
"pos",0,19
"pos",1,1
"pos",1,10
"poor",1,6
"other",1,16
"pos",1,15
"other",1,3
"pos",1,8
"other",1,40
"other",1,0
"other",1,10
"other",1,6
"other",1,3
"other",1,7
"other",1,9
"pos",1,14
"other",1,2
"other",1,24
"other",1,9
"pos",1,10
"pos",1,14
"pos",1,4
"other",2,1
"poor",2,29
"pos",2,3
"other",2,3
"pos",2,8
"pos",2,9
"pos",2,4
"pos",2,4
"pos",2,12
"pos",2,12
"pos",2,25
"pos",2,1
"pos",2,14
"other",3,6
"pos",3,0
"pos",3,3
"other",3,7
"other",3,7
"pos",3,14
"pos",3,0
"pos",3,4
"other",3,11
"pos",3,10
"pos",3,7
"other",3,48
"other",3,33
"other",3,19
"pos",3,12
"pos",3,8
"other",3,8
"other",3,5
"other",3,27
"pos",4,1
"other",4,5
"other",4,5
"pos",4,18
"other",4,0
"other",4,33
"other",4,25
"poor",4,8
"other",4,15
"other",4,56
"pos",4,10
"other",4,46
"pos",4,18
"other",4,16
"other",5,12
"other",5,3
"other",5,13
"other",5,10
"other",5,17
"poor",5,11
"pos",6,9
"other",6,19
"other",6,28
"pos",6,4
"other",6,8
"pos",6,4
"pos",7,15
"other",7,9
"pos",7,11
"other",7,3
"pos",7,6
"other",7,8
"pos",7,9
"pos",8,1
"other",8,33
"other",8,65
"other",8,1
"pos",8,8
"pos",8,0
"other",8,21
"other",9,27
"other",9,1
"pos",9,20
"other",10,18
"other",10,24
"other",10,2
"neg",11,0
"pos",11,18
"other",11,5
"other",12,6
"other",12,2
"other",13,33
"other",13,7
"pos",14,8
"pos",14,1
"other",14,11
"other",14,38
"other",17,5
"pos",17,3
"other",17,3
"pos",18,7
"other",19,19
"other",19,14
"pos",20,0
"other",20,4
"other",21,13
"other",21,0
"other",23,4
"other",23,12
"other",25,8
"other",25,6
"other",26,14
"pos",32,6
"pos",55,7
"other",67,0
"other",74,8
"other",76,27
"other",83,27
"pos",84,2
"other",87,8
"other",91,45
"other",96,3
"other",115,7
"other",116,7
"poor",121,8
"pos",128,6
