"tag","day","rate"
"other",-43,2
"other",-25,6
"pos",-12,9
"other",-9,1
"other",-8,0
"pos",-8,5
"pos",-1,13
"pos",1,5
"other",1,11
"pos",1,31
"pos",1,5
"other",1,15
"pos",1,11
"other",1,17
"other",1,18
"other",1,6
"other",1,7
"other",2,19
"pos",2,3
"pos",2,4
"other",2,13
"other",3,24
"pos",3,27
"pos",3,3
"pos",3,36
"pos",4,14
"pos",4,59
"other",4,2
"other",4,19
"other",4,5
"other",4,4
"other",4,50
"other",4,44
"pos",5,60
"other",5,9
"pos",5,12
"pos",5,10
"pos",6,15
"other",6,3
"pos",6,32
"pos",6,14
"poor",6,5
"other",7,69
"pos",7,5
"pos",7,3
"pos",7,51
"other",7,99
"pos",8,1
"other",8,8
"other",8,54
"other",8,36
"other",8,59
"other",8,11
"other",8,24
"other",8,4
"other",8,1
"other",8,9
"other",8,26
"other",8,3
"other",8,3
"other",8,6
"other",8,0
"other",8,4
"other",8,6
"pos",8,11
"other",8,96
"other",9,12
"other",9,17
"other",9,9
"other",9,17
"pos",9,4
"other",9,19
"pos",9,4
"pos",9,6
"pos",10,36
"other",10,7
"neg",10,30
"pos",10,10
"other",10,26
"other",10,10
"pos",11,23
"other",12,8
"neg",12,25
"neg",12,6
"neg",12,4
"pos",12,4
"pos",12,9
"other",13,15
"pos",13,7
"other",13,20
"other",14,5
"other",14,0
"other",15,17
"pos",15,11
"other",15,7
"pos",16,21
"pos",16,11
"other",16,5
"pos",16,20
"other",16,10
"other",16,24
"pos",16,6
"other",16,44
"other",17,10
"pos",17,2
"other",17,1
"other",17,2
"other",17,19
"other",17,17
"pos",17,12
"pos",18,3
"pos",18,31
"other",19,4
"pos",19,9
"other",21,27
"pos",21,5
"poor",21,1
"other",21,26
"other",22,9
"pos",22,6
"other",22,28
"pos",23,18
"other",23,0
"other",23,26
"pos",25,14
"pos",26,8
"pos",29,19
"pos",31,6
"other",35,19
"pos",35,22
"other",35,1
"other",35,5
"other",35,0
"other",35,18
"pos",36,3
"pos",37,15
"other",37,1
"pos",39,20
"pos",39,3
"other",41,42
"other",42,8
"other",45,17
"pos",47,16
"other",52,63
"other",58,34
"other",58,1
"other",58,9
"other",59,5
"other",63,4
"other",64,2
"other",66,3
"pos",67,18
"other",68,37
"other",68,0
"other",70,7
"pos",73,-10
"pos",73,3
"pos",79,13
"other",84,9
"other",86,5
"pos",90,17
"pos",91,17
"other",99,6
"other",101,100
"other",102,18
"other",103,31
"other",104,1
"other",106,14
"other",109,5
"pos",111,11
"pos",122,13
"other",130,26
"other",153,49
"neg",155,2
"other",170,9
"other",170,5
"other",187,4
"pos",221,0
"other",279,0
