"tag","day","rate"
"other",-20,12
"other",-19,54
"other",-17,3
"pos",-6,7
"other",-4,10
"pos",-1,12
"pos",0,5
"pos",1,16
"other",2,27
"pos",2,7
"pos",2,0
"poor",2,2
"other",3,6
"pos",3,16
"other",3,32
"other",4,9
"pos",5,28
"other",5,3
"pos",5,18
"pos",5,11
"other",5,2
"pos",6,11
"other",7,11
"poor",8,26
"other",8,10
"other",8,19
"pos",9,7
"other",10,4
"other",10,32
"pos",11,4
"other",11,1
"pos",12,11
"poor",12,1
"pos",12,1
"pos",14,6
"pos",14,7
"other",15,12
"other",16,1
"pos",16,9
"other",18,1
"pos",18,6
"other",19,6
"pos",20,3
"other",20,24
"pos",21,2
"pos",22,2
"other",27,1
"pos",34,1
"other",45,4
"pos",53,2
"poor",89,4
"other",118,3
"other",144,4
"pos",170,3
"pos",211,4
"poor",219,0
"pos",280,5
"other",285,33
"other",293,12
