"tag","day","rate"
"other",-73,7
"other",-23,100
"pos",-10,6
"pos",-7,7
"pos",-3,8
"pos",-3,7
"pos",-3,19
"pos",-1,6
"other",0,17
"pos",0,12
"pos",0,12
"pos",0,7
"other",0,11
"pos",0,4
"pos",1,13
"pos",1,19
"pos",1,12
"other",1,27
"neg",1,17
"pos",1,9
"pos",1,11
"poor",2,6
"poor",2,16
"pos",2,10
"other",2,4
"neg",2,4
"pos",2,4
"pos",2,8
"pos",3,3
"pos",3,4
"neg",3,58
"other",3,10
"pos",3,9
"other",3,23
"pos",3,7
"pos",3,61
"neg",3,34
"pos",3,3
"pos",4,9
"pos",4,10
"other",4,1
"pos",4,4
"pos",4,10
"poor",4,13
"other",4,6
"pos",5,25
"pos",5,15
"pos",5,0
"other",5,38
"neg",6,12
"pos",6,12
"pos",6,3
"neg",7,10
"pos",7,6
"pos",8,6
"neg",9,50
"other",9,0
"neg",9,9
"other",10,4
"pos",10,4
"poor",10,60
"other",11,4
"neg",12,53
"neg",12,5
"neg",13,13
"neg",13,7
"pos",13,2
"other",13,12
"neg",13,10
"other",14,2
"poor",15,7
"pos",16,10
"other",16,26
"neg",17,5
"poor",17,2
"poor",17,10
"pos",17,11
"pos",19,23
"other",20,19
"other",21,2
"other",22,11
"pos",22,32
"pos",22,3
"other",22,-40
"poor",22,4
"other",23,5
"other",23,20
"pos",23,6
"other",23,0
"other",23,10
"other",23,12
"other",23,3
"poor",23,0
"other",24,20
"other",24,2
"other",25,2
"pos",25,38
"pos",31,62
"other",36,8
"poor",37,4
"other",55,0
"other",86,41
"pos",86,9
"other",91,2
"pos",98,2
"other",139,2
"pos",141,4
"other",145,2
"other",164,1
