"tag","day","rate"
"other",-4,22
"other",-4,5
"other",-4,15
"other",-4,13
"other",-3,4
"poor",-2,7
"other",-2,34
"pos",-1,18
"pos",0,9
"poor",0,6
"neg",0,33
"other",0,1
"pos",0,41
"pos",1,23
"pos",1,19
"other",1,28
"neg",2,0
"poor",2,0
"pos",2,16
"neg",3,13
"neg",3,26
"other",3,27
"pos",3,11
"pos",4,6
"pos",4,6
"pos",4,16
"pos",5,5
"other",5,9
"pos",5,7
"pos",6,5
"pos",6,5
"other",7,5
"neg",7,21
"other",8,2
"other",14,10
"other",14,3
"poor",15,18
"other",21,53
"pos",28,24
"other",29,16
"other",42,16
"pos",65,26
"other",105,69
"other",168,10
"pos",170,4
"other",177,5
"pos",188,9
"other",202,36
"other",208,9
"pos",294,11
"other",295,16
"other",318,24
