"tag","day","rate"
"other",-61,57
"other",-59,54
"other",-31,87
"other",-30,14
"other",-25,1
"other",-24,25
"other",-23,6
"other",-14,100
"other",-13,1
"other",-11,42
"other",-4,0
"other",-3,27
"other",-1,28
"other",-1,18
"pos",-1,23
"other",-1,4
"pos",-1,9
"other",0,3
"pos",0,3
"pos",0,16
"pos",0,5
"other",0,24
"pos",0,12
"poor",0,8
"poor",0,13
"other",0,8
"poor",0,5
"pos",0,2
"other",0,6
"other",0,16
"pos",0,3
"neg",0,11
"other",0,0
"other",0,7
"pos",0,12
"neg",0,12
"pos",1,21
"pos",1,18
"pos",1,16
"other",1,11
"other",1,18
"poor",1,13
"pos",1,6
"pos",1,25
"pos",1,6
"pos",1,7
"pos",1,15
"pos",2,9
"pos",2,8
"pos",2,11
"other",2,11
"other",2,3
"other",2,23
"pos",2,18
"other",3,11
"pos",3,3
"poor",3,22
"poor",3,10
"pos",3,15
"other",3,8
"other",3,6
"other",4,7
"pos",4,6
"pos",4,28
"other",4,3
"pos",4,2
"neg",4,0
"other",4,54
"pos",5,3
"pos",5,20
"other",5,6
"other",5,3
"pos",5,9
"other",5,13
"pos",5,15
"poor",5,10
"pos",5,11
"other",7,4
"other",7,0
"poor",8,10
"other",8,0
"pos",8,8
"other",9,2
"other",9,6
"poor",9,0
"other",10,26
"poor",11,3
"pos",11,23
"other",12,38
"poor",13,7
"other",13,9
"other",13,0
"pos",13,14
"pos",14,17
"other",15,74
"pos",16,15
"other",16,0
"pos",20,10
"pos",21,6
"other",25,92
"other",25,2
"other",25,12
"other",25,3
"pos",26,30
"pos",27,12
"pos",29,2
"pos",33,3
"other",48,14
"pos",68,13
"pos",80,20
"other",101,7
"other",106,11
"other",114,9
"other",128,17
