"tag","day","rate"
"other",-105,48
"other",-105,2
"other",-90,1
"other",-85,10
"other",-69,37
"other",-64,1
"other",-63,5
"pos",-43,6
"pos",-43,8
"poor",-42,3
"pos",-42,9
"other",-42,6
"pos",-41,9
"other",-39,5
"other",-37,0
"pos",-33,17
"other",-15,6
"pos",-9,14
"pos",-9,8
"other",-7,21
"other",-7,14
"neg",-7,2
"poor",-7,8
"pos",-7,15
"pos",-7,17
"pos",-7,19
"other",-7,3
"pos",-7,5
"pos",-7,16
"other",-7,6
"pos",-7,11
"poor",-6,11
"pos",-6,9
"pos",-6,8
"pos",-6,19
"pos",-6,23
"pos",-6,6
"pos",-6,9
"other",-6,19
"pos",-6,9
"neg",-6,9
"pos",-6,2
"pos",-6,12
"other",-6,1
"pos",-5,32
"pos",-5,9
"pos",-5,7
"poor",-5,5
"pos",-5,10
"poor",-5,7
"pos",-5,5
"pos",-5,11
"poor",-5,4
"poor",-5,12
"pos",-4,33
"pos",-4,6
"neg",-4,0
"pos",-4,0
"neg",-4,0
"pos",-4,11
"poor",-4,6
"pos",-4,3
"other",-4,3
"neg",-4,7
"neg",-4,9
"pos",-4,5
"neg",-4,6
"other",0,0
"neg",0,26
"pos",0,2
"other",0,2
"pos",0,5
"neg",0,27
"other",0,7
"pos",0,9
"other",0,70
"other",0,2
"pos",0,7
"pos",1,6
"pos",1,7
"neg",1,9
"other",1,8
"neg",1,6
"poor",1,51
"pos",1,8
"other",1,46
"other",1,51
"other",1,0
"other",1,6
"other",1,27
"other",1,21
"pos",1,6
"other",1,34
"poor",1,5
"poor",1,5
"pos",2,11
"other",2,0
"poor",2,7
"pos",2,7
"neg",2,0
"other",2,11
"poor",2,2
"poor",2,11
"poor",2,7
"other",2,15
"other",2,-20
"other",2,3
"neg",2,3
"poor",2,9
"other",2,5
"pos",2,3
"pos",2,7
"poor",2,5
"neg",2,23
"pos",2,1
"neg",2,21
"pos",2,8
"other",2,4
"other",3,14
"other",3,8
"other",3,8
"other",3,2
"neg",3,41
"other",3,6
"other",3,3
"other",3,6
"pos",3,16
"pos",4,9
"other",4,43
"pos",4,14
"poor",4,4
"other",4,11
"neg",4,4
"poor",4,0
"neg",4,6
"pos",4,56
"other",4,5
"poor",5,3
"neg",5,5
"other",5,12
"other",5,8
"other",5,20
"other",5,1
"pos",5,3
"poor",5,0
"other",5,6
"pos",5,5
"pos",5,6
"neg",5,4
"pos",5,6
"pos",6,2
"pos",6,4
"poor",6,2
"pos",6,2
"other",6,16
"other",6,1
"poor",7,3
"pos",7,7
"pos",7,15
"other",7,16
"pos",7,34
"other",7,34
"pos",7,5
"pos",7,5
"poor",7,2
"poor",7,12
"other",7,8
"pos",7,14
"pos",7,0
"other",8,7
"other",8,0
"neg",8,5
"pos",8,10
"neg",8,-50
"pos",8,15
"poor",8,1
"other",8,2
"other",8,3
"pos",8,5
"neg",9,24
"neg",9,19
"neg",9,0
"other",9,12
"poor",9,2
"pos",9,3
"other",9,4
"pos",9,3
"other",9,20
"other",9,11
"poor",10,1
"other",10,1
"pos",10,34
"pos",10,4
"other",10,8
"neg",10,4
"neg",10,21
"neg",10,5
"other",10,16
"other",10,-10
"pos",10,2
"neg",10,3
"other",10,23
"pos",10,41
"pos",10,10
"other",10,1
"pos",11,3
"other",11,9
"neg",11,43
"pos",11,25
"neg",11,9
"other",11,19
"neg",12,0
"pos",12,16
"pos",12,7
"pos",13,9
"other",13,31
"pos",13,3
"poor",13,2
"poor",14,10
"pos",14,17
"pos",15,4
"neg",15,4
"other",15,5
"pos",15,7
"neg",15,4
"pos",16,6
"pos",16,5
"other",17,1
"other",17,12
"other",18,11
"neg",20,11
"neg",21,0
"other",22,62
"pos",23,1
"other",26,1
"poor",34,2
"other",36,0
"neg",38,2
"other",57,3
"neg",103,10
"pos",112,3
"other",118,5
"other",119,8
