"tag","day","rate"
"other",-74,30
"pos",-74,24
"other",-71,20
"other",-59,12
"other",-52,2
"other",-49,37
"other",-46,28
"other",-43,100
"other",-40,0
"other",-39,37
"other",-35,2
"other",-31,2
"other",-30,20
"other",-29,1
"other",-27,10
"other",-25,26
"other",-24,21
"other",-23,8
"other",-22,7
"other",-21,100
"other",-20,9
"other",-20,-30
"other",-19,1
"other",-18,60
"other",-17,66
"other",-16,-50
"other",-16,63
"other",-16,33
"other",-15,12
"other",-14,8
"other",-13,17
"other",-12,13
"other",-12,17
"other",-12,16
"other",-10,-20
"other",-7,9
"other",-5,28
"other",-4,20
"other",-4,72
"other",-4,27
"other",-4,0
"other",-3,1
"other",-3,13
"other",-2,99
"other",-2,73
"other",-2,72
"other",-2,59
"other",-2,64
"other",-2,19
"pos",-2,23
"other",-2,2
"other",-2,24
"neg",-2,50
"pos",-1,3
"other",-1,9
"other",-1,80
"pos",-1,13
"pos",-1,14
"other",-1,9
"poor",-1,12
"other",-1,19
"other",-1,29
"other",0,6
"other",0,9
"other",0,-20
"other",0,14
"other",0,37
"other",0,1
"other",0,6
"other",0,2
"other",0,60
"poor",0,25
"other",0,-10
"poor",0,3
"other",0,4
"neg",0,18
"pos",0,9
"pos",0,22
"other",0,14
"other",0,15
"pos",0,4
"other",0,9
"pos",0,1
"pos",0,6
"pos",0,13
"other",0,4
"other",0,4
"poor",0,5
"other",0,13
"other",0,7
"other",0,40
"pos",0,8
"poor",0,8
"pos",0,2
"pos",0,27
"poor",0,10
"poor",0,4
"pos",0,16
"pos",0,14
"neg",0,41
"poor",0,12
"pos",0,3
"pos",1,15
"neg",1,18
"other",1,13
"neg",1,1
"other",1,8
"neg",1,0
"pos",1,5
"other",1,10
"other",1,3
"neg",1,0
"other",1,34
"pos",1,2
"neg",1,9
"other",1,20
"pos",1,2
"neg",1,0
"other",1,26
"neg",1,60
"other",1,8
"poor",1,3
"other",1,7
"neg",1,3
"poor",1,9
"pos",1,9
"other",1,3
"other",1,2
"pos",1,15
"neg",1,24
"other",1,3
"pos",1,21
"other",1,18
"poor",1,49
"neg",1,100
"neg",1,6
"pos",1,12
"pos",1,42
"other",1,11
"pos",1,8
"pos",1,20
"poor",1,9
"other",1,3
"neg",1,0
"other",1,8
"neg",1,0
"poor",1,3
"poor",1,17
"other",1,10
"neg",1,1
"other",1,19
"other",1,43
"pos",1,9
"other",1,30
"other",1,8
"neg",1,5
"other",1,1
"neg",1,13
"other",1,14
"other",1,93
"poor",1,4
"pos",2,8
"pos",2,1
"other",2,25
"poor",2,13
"other",2,29
"other",2,5
"poor",2,6
"neg",2,13
"poor",2,83
"pos",2,3
"poor",2,18
"other",2,3
"poor",2,15
"other",2,52
"other",2,10
"other",2,45
"pos",2,8
"other",2,8
"other",2,5
"other",2,6
"other",2,5
"pos",2,3
"pos",2,30
"other",2,9
"other",2,40
"other",2,25
"pos",2,10
"other",2,3
"poor",2,6
"other",2,12
"poor",2,3
"other",2,6
"other",2,2
"other",2,10
"other",2,8
"neg",2,4
"pos",2,16
"other",2,3
"poor",2,2
"pos",2,1
"poor",2,13
"pos",2,2
"other",2,24
"other",2,-20
"other",2,84
"other",3,0
"poor",3,4
"other",3,25
"other",3,12
"other",3,2
"neg",3,4
"other",3,46
"pos",3,16
"pos",3,76
"neg",3,71
"other",3,32
"other",3,10
"other",3,8
"other",3,7
"poor",3,14
"neg",3,57
"other",3,2
"other",3,12
"neg",3,3
"poor",3,58
"poor",3,5
"pos",3,17
"other",3,12
"pos",3,10
"neg",3,29
"pos",3,21
"pos",3,11
"other",3,5
"other",3,22
"other",3,7
"poor",3,7
"pos",3,7
"other",3,15
"neg",3,5
"pos",3,25
"other",3,7
"other",3,1
"other",3,2
"poor",3,8
"poor",3,8
"other",4,1
"other",4,21
"pos",4,15
"pos",4,8
"neg",4,12
"other",4,60
"neg",4,55
"other",4,15
"other",4,5
"other",4,6
"other",4,27
"other",4,15
"pos",4,88
"poor",4,8
"pos",4,5
"other",4,-30
"neg",4,41
"pos",4,27
"poor",4,0
"pos",4,11
"poor",4,3
"other",4,5
"neg",4,33
"neg",4,3
"other",4,4
"other",4,76
"pos",4,0
"pos",4,13
"other",4,20
"pos",5,7
"pos",5,8
"other",5,18
"other",5,6
"other",5,0
"other",5,1
"other",5,52
"other",5,33
"other",5,27
"pos",5,8
"other",5,23
"other",5,0
"pos",5,62
"pos",5,22
"poor",5,9
"other",6,7
"poor",6,3
"other",6,-40
"other",6,24
"other",6,29
"other",6,7
"pos",6,8
"other",6,4
"other",6,7
"neg",6,2
"pos",6,66
"pos",6,17
"other",6,35
"pos",6,6
"neg",6,73
"other",6,8
"neg",6,9
"pos",6,2
"other",6,7
"neg",6,30
"pos",6,12
"pos",6,1
"other",7,1
"other",7,49
"other",7,11
"other",7,22
"other",7,0
"neg",7,7
"other",7,12
"other",7,42
"pos",7,15
"other",7,5
"other",7,9
"poor",8,9
"other",8,17
"pos",8,3
"other",8,13
"pos",8,7
"other",8,24
"poor",8,16
"neg",9,17
"other",9,14
"other",9,7
"pos",9,5
"poor",9,42
"other",9,3
"other",9,24
"other",9,39
"other",9,6
"other",9,1
"other",10,22
"pos",10,9
"pos",10,16
"other",10,5
"pos",10,27
"other",10,7
"other",10,3
"other",10,40
"other",10,24
"other",10,4
"other",11,15
"other",11,5
"other",11,5
"other",11,27
"other",12,13
"other",12,29
"pos",12,0
"pos",13,11
"pos",13,7
"pos",13,3
"pos",13,15
"other",13,8
"other",14,2
"poor",15,2
"other",15,10
"other",15,0
"pos",15,19
"poor",15,4
"other",16,16
"neg",16,100
"other",16,17
"pos",16,74
"other",17,31
"other",17,50
"other",17,12
"other",17,27
"other",17,23
"other",18,4
"other",18,25
"other",19,67
"other",19,4
"other",21,39
"other",21,21
"other",22,38
"other",30,100
"other",30,67
"other",30,65
"other",30,6
"other",30,3
"other",30,56
"other",30,34
"other",30,38
"other",30,2
"poor",30,19
"other",30,15
"other",30,22
"other",31,53
"other",31,41
"other",31,30
"other",31,0
"other",31,21
"other",31,81
"other",31,25
"other",31,0
"neg",32,16
"other",32,5
"other",32,61
"other",32,14
"other",34,38
"other",35,35
"other",37,36
"neg",37,12
"other",38,7
"other",38,1
"other",40,61
"other",40,18
"other",47,47
"other",62,35
"other",62,0
"other",64,14
"other",65,6
"other",66,50
"other",66,17
"other",68,25
"other",73,10
"other",73,9
"other",75,6
"other",76,5
"other",76,15
"other",77,32
"other",77,1
"other",77,25
"other",77,0
"other",78,5
"other",81,27
"other",88,29
"other",90,38
"other",91,7
"pos",95,41
"pos",96,8
"other",96,70
"other",98,0
"other",99,-40
"other",100,27
"other",101,32
"other",101,6
"other",101,4
"other",102,8
"other",102,22
"other",102,9
"other",102,9
"pos",102,8
"pos",102,7
"other",103,9
"other",104,9
"other",104,10
"other",105,8
"other",106,33
"other",107,2
"other",107,32
"other",109,21
"other",110,4
"other",113,19
"other",117,28
"other",117,38
"other",118,73
"other",119,6
"other",120,34
"poor",120,12
"pos",120,20
"other",120,40
"pos",121,15
"other",121,20
"pos",121,1
"poor",122,11
"neg",123,21
"pos",123,4
"pos",124,3
"other",125,9
"other",125,17
"other",127,14
"other",129,16
"neg",129,46
"other",129,24
"neg",131,7
"other",132,5
"other",132,5
"other",133,2
"other",133,31
"other",137,46
"other",138,69
"other",138,11
"other",138,7
"other",140,30
"other",140,14
"other",142,47
"other",143,4
"other",145,43
"other",146,11
"other",146,6
"other",146,7
"other",151,29
"other",151,18
"other",152,29
"other",159,12
"other",162,30
"other",163,10
"other",163,1
"other",163,5
"other",167,6
"other",169,27
"other",181,43
"other",181,-10
"other",187,17
"other",188,3
"other",188,16
"other",189,3
"other",193,37
"pos",202,12
"pos",205,12
"other",208,38
"other",208,25
"other",208,8
"other",208,37
"other",214,14
"other",220,10
"other",222,4
"other",224,15
"other",230,99
"other",230,28
"other",231,13
"other",235,3
"other",241,7
"other",263,26
"other",263,3
"other",263,12
"other",266,36
"other",268,9
"other",268,1
