"tag","day","rate"
"other",-113,14
"other",-81,13
"other",-79,46
"other",-78,47
"other",-66,72
"other",-60,9
"other",-59,9
"other",-50,40
"other",-50,34
"other",-50,3
"other",-49,15
"other",-48,93
"other",-47,100
"other",-47,14
"other",-47,8
"other",-47,10
"other",-47,15
"other",-47,0
"other",-46,12
"other",-46,-60
"other",-46,15
"other",-46,10
"other",-45,0
"other",-45,44
"other",-45,27
"other",-45,6
"other",-45,11
"other",-44,13
"other",-44,22
"other",-44,1
"other",-44,19
"other",-43,18
"other",-42,30
"other",-37,99
"other",-36,86
"other",-35,7
"other",-27,30
"other",-24,14
"other",-19,13
"other",-18,100
"other",-17,57
"other",-16,53
"other",-16,18
"other",-15,14
"other",-15,16
"other",-15,17
"other",-14,14
"other",-14,0
"other",-13,100
"other",-12,84
"other",-12,3
"other",-11,11
"other",-11,82
"other",-10,5
"other",-9,23
"other",-9,44
"pos",-9,100
"pos",-9,61
"other",-9,53
"pos",-9,30
"other",-8,89
"other",-8,0
"other",-8,30
"other",-7,7
"other",-7,26
"other",-6,100
"other",-6,14
"other",-6,16
"other",-6,41
"other",-6,15
"other",-6,34
"other",-5,25
"other",-5,26
"other",-4,0
"other",-4,13
"other",-3,15
"other",-3,21
"other",-3,4
"other",-3,7
"other",-3,30
"other",-2,32
"other",-2,4
"other",-2,40
"pos",-1,96
"pos",-1,32
"other",-1,8
"pos",-1,39
"pos",-1,36
"pos",-1,25
"other",-1,7
"other",-1,0
"other",-1,6
"pos",0,24
"pos",0,7
"other",0,75
"poor",0,21
"pos",0,27
"pos",0,8
"other",0,3
"other",0,7
"pos",0,81
"pos",0,22
"other",0,34
"pos",0,13
"pos",0,28
"pos",0,52
"other",0,10
"other",0,25
"pos",0,7
"other",0,8
"poor",0,10
"pos",0,4
"poor",0,32
"pos",0,48
"pos",0,9
"pos",0,6
"pos",0,23
"pos",0,15
"pos",0,0
"pos",0,6
"pos",0,1
"other",0,45
"pos",0,19
"pos",0,6
"other",0,14
"pos",0,1
"other",0,15
"pos",0,6
"pos",0,31
"pos",0,6
"pos",0,3
"pos",0,3
"pos",0,15
"other",0,9
"pos",0,6
"pos",0,15
"other",0,6
"pos",0,1
"poor",0,26
"pos",0,25
"pos",0,1
"pos",0,21
"other",0,44
"pos",0,9
"other",0,-10
"pos",0,8
"other",0,9
"poor",0,2
"other",0,6
"pos",0,0
"other",0,5
"other",0,67
"poor",0,8
"other",0,24
"other",0,0
"other",0,6
"other",0,2
"other",0,43
"pos",0,100
"poor",0,38
"other",0,22
"other",0,25
"pos",0,1
"other",0,12
"pos",0,13
"pos",1,39
"other",1,9
"other",1,3
"pos",1,1
"other",1,8
"pos",1,10
"pos",1,7
"pos",1,4
"pos",1,10
"pos",1,1
"pos",1,4
"other",1,7
"other",1,2
"other",1,4
"pos",1,19
"pos",1,2
"pos",1,4
"other",1,7
"pos",1,3
"other",1,15
"pos",1,3
"other",1,19
"pos",1,7
"pos",1,24
"other",1,12
"other",1,6
"pos",1,8
"other",1,5
"other",1,21
"pos",1,0
"other",1,33
"other",1,1
"pos",1,12
"other",1,20
"other",1,29
"other",1,5
"other",1,26
"poor",1,10
"pos",1,27
"other",1,36
"other",1,44
"pos",1,59
"other",1,8
"other",1,15
"other",1,44
"pos",1,100
"pos",1,12
"other",1,0
"pos",1,20
"other",1,0
"other",1,7
"other",1,59
"pos",1,8
"pos",1,19
"pos",1,100
"other",1,13
"other",1,3
"pos",1,7
"other",1,0
"pos",1,16
"pos",1,21
"pos",1,7
"pos",1,1
"other",1,1
"pos",1,-30
"pos",1,68
"pos",2,36
"pos",2,36
"pos",2,42
"other",2,3
"pos",2,0
"pos",2,4
"pos",2,9
"pos",2,100
"other",2,3
"other",2,28
"pos",2,5
"poor",2,0
"other",2,4
"pos",2,17
"pos",2,6
"other",2,5
"other",2,35
"pos",2,1
"pos",2,24
"other",2,40
"pos",2,23
"poor",2,28
"other",2,0
"pos",2,22
"other",2,9
"other",2,4
"pos",2,8
"pos",2,13
"pos",2,11
"pos",2,16
"pos",2,26
"other",2,22
"pos",2,3
"other",2,37
"pos",2,86
"pos",2,9
"other",3,25
"pos",3,25
"pos",3,1
"other",3,14
"pos",3,13
"pos",3,0
"pos",3,3
"other",3,4
"other",3,8
"pos",3,3
"other",3,38
"other",3,12
"other",3,18
"pos",3,4
"pos",3,78
"pos",3,2
"pos",3,35
"pos",3,7
"pos",3,25
"other",3,21
"other",3,0
"pos",3,39
"pos",3,3
"pos",3,23
"other",3,16
"other",3,27
