"tag","day","rate"
"pos",3,80
"pos",3,13
"pos",3,29
"other",3,25
"pos",3,21
"pos",3,3
"other",3,12
"pos",3,29
"other",3,25
"other",3,51
"pos",3,25
"other",3,-40
"other",3,4
"pos",3,11
"pos",3,13
"pos",3,18
"other",3,100
"other",3,30
"pos",3,36
"pos",3,0
"other",3,7
"pos",3,8
"other",4,5
"other",4,-50
"other",4,42
"pos",4,12
"pos",4,75
"other",4,16
"pos",4,2
"other",4,1
"other",4,16
"pos",4,6
"poor",4,42
"other",4,9
"other",4,1
"other",4,1
"other",4,55
"other",4,6
"pos",4,30
"neg",4,7
"other",4,22
"other",4,5
"pos",4,60
"pos",4,2
"pos",4,1
"pos",4,2
"pos",4,22
"other",4,9
"pos",4,22
"pos",4,7
"other",4,3
"pos",4,2
"pos",4,3
"other",4,11
"pos",4,7
"pos",4,0
"poor",4,2
"other",4,2
"pos",4,38
"other",4,9
"pos",4,2
"neg",4,-90
"other",4,100
"neg",4,8
"neg",4,0
"pos",4,15
"other",4,46
"other",4,14
"other",4,5
"other",4,6
"other",4,6
"pos",4,24
"pos",4,22
"pos",4,24
"other",4,21
"pos",4,7
"pos",4,46
"neg",4,8
"other",5,5
"pos",5,10
"other",5,17
"other",5,27
"other",5,69
"pos",5,5
"other",5,57
"pos",5,1
"poor",5,13
"other",5,82
"other",5,7
"other",5,77
"pos",5,5
"pos",5,74
"other",5,10
"pos",5,18
"other",5,39
"pos",5,6
"other",5,17
"other",5,33
"other",5,0
"other",5,18
"other",5,2
"pos",5,6
"other",5,7
"pos",5,9
"poor",5,1
"other",5,7
"pos",5,66
"other",5,86
"other",5,11
"other",5,4
"other",5,29
"pos",5,45
"pos",5,58
"pos",5,12
"pos",5,1
"other",5,7
"pos",5,11
"pos",5,14
"pos",5,26
"other",6,10
"pos",6,3
"neg",6,21
"pos",6,29
"pos",6,9
"pos",6,4
"other",6,6
"pos",6,41
"poor",6,2
"pos",6,94
"other",6,3
"pos",6,15
"pos",6,6
"pos",6,49
"other",6,3
"pos",6,16
"other",6,29
"pos",6,3
"pos",6,1
"pos",6,4
"other",6,4
"other",6,46
"other",6,35
"other",6,65
"pos",6,16
"pos",6,33
"pos",6,15
"pos",6,18
"other",6,37
"other",6,12
"other",6,13
"other",6,34
"pos",6,8
"pos",6,2
"other",6,4
"other",6,8
"other",6,-10
"other",6,12
"pos",6,5
"other",6,9
"pos",6,26
"other",6,76
"other",6,24
"other",6,9
"pos",6,11
"other",6,5
"pos",6,9
"pos",7,5
"other",7,37
"other",7,35
"other",7,0
"pos",7,9
"poor",7,9
"poor",7,30
"other",7,32
"other",7,19
"other",7,5
"neg",7,0
"other",7,22
"other",7,9
"other",7,2
"other",7,27
"other",7,0
"other",7,38
"other",8,49
"other",8,15
"other",8,2
"other",8,76
"pos",8,7
"other",8,29
"other",8,5
"other",8,12
"other",8,41
"other",8,5
"other",8,25
"other",8,12
"other",8,14
"other",8,14
"other",8,10
"pos",8,20
"pos",8,0
"other",8,0
"other",8,55
"pos",8,14
"other",8,92
"other",8,3
"other",8,34
"other",8,43
"other",9,14
"other",9,1
"other",9,14
"pos",9,100
"other",9,0
"other",9,0
"other",9,5
"other",9,11
"other",9,17
"other",9,13
"other",9,20
"other",9,33
"other",9,9
"other",9,39
"other",9,0
"other",9,7
"other",9,27
"other",9,45
"other",9,4
"other",9,15
"other",9,0
"other",9,4
"pos",9,2
"pos",9,9
"pos",10,91
"other",10,49
"other",10,57
"other",10,37
"other",10,9
"other",10,6
"other",10,3
"pos",10,11
"other",10,2
"other",10,22
"other",10,100
"other",10,24
"other",10,11
"pos",10,22
"other",10,47
"pos",11,18
"other",11,0
"other",11,8
"other",11,1
"other",11,10
"other",11,1
"other",11,12
"other",11,4
"pos",11,5
"pos",11,4
"pos",11,5
"pos",11,14
"other",11,4
"pos",11,17
"other",11,58
"other",11,90
"pos",11,49
"poor",11,7
"other",11,100
"other",11,61
"pos",11,2
"pos",11,35
"other",11,13
"other",11,14
"other",11,33
"other",11,34
"pos",11,100
"other",11,1
"pos",11,1
"other",11,7
"other",11,1
"pos",11,17
"other",12,3
"other",12,100
"poor",12,2
"other",12,12
"pos",12,26
"pos",12,17
"other",12,21
"pos",12,7
"other",12,14
"other",12,55
"other",12,3
"other",12,0
"other",12,43
"other",12,19
"other",12,52
"other",13,29
"other",13,16
"other",13,80
"other",13,29
"other",13,100
"poor",13,26
"other",13,41
"pos",13,20
"pos",14,0
"other",14,33
"other",14,-10
"other",14,39
"other",14,16
"other",14,5
"neg",14,-60
"other",14,35
"other",14,45
"other",14,15
"other",14,14
"other",14,43
"other",14,100
"other",14,14
"other",14,27
"other",15,7
"other",15,16
"other",15,-100
"other",15,25
"other",15,24
"other",15,11
"other",15,15
"other",15,21
"other",15,8
"other",15,6
"other",15,1
"other",15,4
"other",15,2
"other",15,32
"poor",15,38
"other",15,3
"other",15,61
"other",16,6
"other",16,25
"other",16,-40
"other",16,21
"other",16,14
"other",16,6
"other",16,6
"poor",17,11
"other",17,7
"other",17,23
"other",17,3
"other",17,34
"other",18,9
"other",18,16
"other",18,7
"neg",18,-60
"other",18,6
"other",18,35
"pos",19,32
"other",19,9
"other",19,31
"other",19,100
"other",19,88
"other",19,38
"other",19,22
"other",19,21
"other",19,32
"pos",20,5
"poor",20,67
"other",20,7
"pos",20,14
"other",20,97
"other",20,100
"other",21,24
"pos",21,9
"other",21,37
"other",21,3
"other",21,52
"other",22,46
"pos",22,15
"other",22,6
"other",22,21
"other",23,8
"other",23,30
"other",23,28
"other",23,95
"pos",23,41
"other",24,0
"other",24,4
"other",24,5
"other",24,8
"other",24,2
"other",24,0
"other",24,30
"other",25,21
"pos",25,-20
"other",26,39
"other",27,21
"other",29,68
"other",29,100
"other",29,22
"other",29,58
"pos",30,49
"other",30,33
"other",31,3
"other",31,71
"other",31,52
"other",32,55
"other",33,29
"pos",39,57
"pos",39,58
"other",40,100
"pos",41,19
"other",42,27
"poor",43,0
"other",44,20
"other",45,36
"other",45,8
"other",47,97
"other",47,4
"other",50,38
"pos",55,11
"other",55,29
"other",60,5
"other",60,11
"other",61,39
"other",62,25
"other",65,8
"pos",68,35
"other",70,74
"other",93,18
"other",101,23
"poor",101,35
"poor",101,0
"poor",101,50
"poor",101,8
"other",103,44
"other",110,100
"neg",111,-10
"neg",112,21
"other",115,93
"other",115,7
"other",116,18
"other",120,3
"other",120,36
"other",120,35
"other",121,29
"other",121,32
"other",121,76
"other",124,5
"other",125,5
"other",125,24
"other",125,37
"other",126,65
"other",126,24
"other",126,5
"other",127,8
"other",127,18
"other",127,99
"other",129,6
"other",132,100
"other",132,21
"other",132,8
"other",134,19
"other",136,64
"other",136,7
"other",136,22
"other",136,0
"other",137,8
"other",137,9
"other",137,77
"pos",137,18
"other",137,61
"other",137,52
"other",138,0
"other",138,3
"other",140,50
"other",140,76
"other",140,37
"other",140,41
"other",145,33
"pos",153,22
"other",154,17
"other",155,56
"other",155,37
"other",155,59
"other",155,37
"other",157,4
"other",158,3
"other",184,6
"other",186,7
"other",194,40
"other",196,75
"other",223,7
"other",241,8
"other",242,100
