"tag","day","rate"
"other",-2,0
"poor",-1,-60
"neg",-1,33
"neg",-1,28
"pos",-1,17
"other",-1,8
"other",-1,15
"other",0,23
"other",0,7
"neg",0,2
"neg",0,19
"other",1,3
"other",1,0
"other",1,44
"other",1,7
"other",1,4
"other",2,14
"other",2,1
"pos",2,-20
"neg",3,14
"other",3,7
"other",4,1
"other",4,0
"other",4,5
"other",5,0
"neg",5,0
"pos",6,14
"other",6,13
"other",6,12
"other",6,23
"other",7,4
"other",7,11
"other",7,46
"other",7,3
"other",7,0
"other",7,0
"other",7,3
"other",7,1
"other",7,2
"other",7,3
"other",8,0
"neg",8,1
"other",8,2
"pos",9,0
"other",9,17
"pos",9,-40
"pos",9,0
"other",10,-50
"neg",10,11
"neg",11,15
"other",11,22
"other",15,0
"other",15,7
"other",21,0
"other",33,-20
"other",34,-30
"other",39,6
"neg",77,18
"neg",125,6
"other",183,7
"other",326,34
"other",326,10
