"title","author","date","response"
"254","[新聞]「美國隊長3」 新蜘蛛人超搶戲","pili"," 1/05","14"
"1884","[討論] 美國隊長的臉書好友日影片","MadMac"," 2/06","13"
"1976","[新聞] 《美國隊長3：英雄內戰》超級盃廣告","qn123456"," 2/08","46"
"2034","Fw: [新聞] 《美國隊長3》又一個新預告 蟻人出現啦！","x0952"," 2/09","47"
"3045","[討論] 沒有人覺得美國隊長那隊很弱嗎?","bbob"," 2/21","72"
"3469","[請益] 美國隊長2的小彩蛋","dragon50119"," 2/27","9"
"3497","Re: [請益] 美國隊長2的小彩蛋","qn123456"," 2/28","9"
"4208","[新聞] 《美國隊長3：英雄內戰》115則已知資訊","qn123456"," 3/08","40"
"4216","[討論] 美國隊長3:英雄內戰 片長公布","heatthree"," 3/08","34"
"4219","Re: [新聞] 《美國隊長3：英雄內戰》115則已知","BleedWang"," 3/08","3"
"4291","[新聞] 《美國隊長3》聯盟6英雄對決鋼鐵人","lpbrother"," 3/09","15"
"4311","[討論] 美國隊長3預告的預告","raycyrus"," 3/10","93"
"4354","[討論] 美國隊長3:英雄內戰 最終預告","cake10414"," 3/11","爆"
"4364","Re: [討論] 美國隊長3:英雄內戰 最終預告","junseimika"," 3/11","14"
"4370","Re: [討論] 美國隊長3:英雄內戰 最終預告","eleanoe3"," 3/11","8"
"4376","Re: [討論] 美國隊長3:英雄內戰 最終預告","MuBan"," 3/11","10"
"4381","[新聞] 蜘蛛人現身《美國隊長3》！正式回歸復仇","SweetPower"," 3/11","15"
"4433","[討論] 美國隊長3電影是不是有改編?","ppi123"," 3/11",""
"4450","Re: [討論] 美國隊長3:英雄內戰 最終預告","magicscott"," 3/12","12"
"4461","Re: [討論] 美國隊長3:英雄內戰 最終預告","fox0731"," 3/12","X6"
"4467","[雷] 美國隊長預告大雷(轉自moviepilot)","jacky85725"," 3/12","15"
"4500","[新聞] 太俏皮惹～《美國隊長3》海報神同步《貓","SweetPower"," 3/12","10"
"4513","Re: [討論] 美國隊長3:英雄內戰 最終預告","rpg1510"," 3/13",""
"4527","[討論] ★法蘭克★【美國隊長3:內戰】預告分析!","wasilin88o"," 3/13","44"
"4529","[討論] 美國隊長3英雄內戰 預告 (有新畫面)","heatthree"," 3/13","27"
"4533","Re: [討論] ★法蘭克★【美國隊長3:內戰】預告分","ryanworld"," 3/13","6"
"4537","Re: [討論] ★法蘭克★【美國隊長3:內戰】預告分析!","pipsqueak002"," 3/13","11"
"4584","[討論] 美國隊長3:英雄內戰預告片(動畫KUSO版)","cake10414"," 3/14","13"
"4616","[新聞] 《美國隊長》導演羅素兄弟北京設公司 投入中文電影製作","piggood"," 3/14","22"
"4632","Re: [討論] 美國隊長3英雄內戰 預告 (有新畫面)","dxdy"," 3/14","1"
"4633","Re: [討論] 美國隊長3英雄內戰 預告 (有新畫面)","ilovedandan"," 3/14","19"
"4660","Re: [討論] 美國隊長3英雄內戰 預告 (有新畫面)","junseimika"," 3/15","18"
