"title","author","date","response"
"6169","[討論] The Jungle Book 與森林共舞","mioco"," 4/04","15"
"6238","[討論] 期待 與森林共舞","okada8752886"," 4/05",""
"6406","[選片] 動物方城市vs吸特樂回來了vs與森林共舞","Emerson158"," 4/07","42"
"6572","[選片] 與森林共舞/IMAX問題","dogwang22"," 4/10","6"
"6724","[贈票] 今晚《與森林共舞》國賓微風一張！","Carter8123"," 4/12","2"
"6825","[好無雷] 與森林共舞是部深度片啊","ILOVEJIN"," 4/13","13"
"6829","[選片] 與森林共舞Laser IMAX 3D","dogwang22"," 4/13","2"
"6899","[好無雷]與森林共舞──3D效果超棒！ ","huskymilk"," 4/15","6"
"6959","[好雷] 與森林共舞","arsl400"," 4/15","1"
"6969","[普好雷] 與森林共舞 ","m19871006"," 4/15","20"
"6971","[好無雷]與森林共舞 ","yesmango"," 4/16","6"
"6978","[好雷] 與森林共舞-尋找自我的旅程 有雷慎入","williamshia"," 4/16","1"
"7056","[選片] 飛躍奇蹟vs與森林共舞怎選?","topre"," 4/17","26"
"7077","[選片] 科洛佛 vs 與森林共舞","demonpixie"," 4/17","16"
"7083","[好雷] 《與森林共舞》－不如先與自我共舞","jerrychou119"," 4/17","15"
"7094","[選片] 失控謊言 VS 與森林共舞","m23083"," 4/17","11"
"7107","[好雷] 與森林共舞 IMAX 3D~值得進戲院欣賞","paulyear"," 4/17","24"
"7283","[請益] 與森林共舞的小問題(雷)","umachan"," 4/20","6"
"7308","[大好雷] IMAX 3D與森林共舞","sanshin"," 4/21","23"
"7325","[選片] 十號地窖vs與森林共舞","IHMSF"," 4/21","25"
"7365","[普好雷] 與森林共舞-老虎的觀點","crossgate"," 4/21","6"
"7429","[請益] 與森林共舞 4DX","PeiWe"," 4/22","5"
"7434","[普好雷]與森林共舞 ","AhBall"," 4/23","7"
"7449","[請益] 與森林共舞 Imax or 普通3D","wayneHsu"," 4/23","11"
"7475","[請益] 與森林共舞imax戲院","sighednow"," 4/23","3"
"7504","[大好雷]《與森林共舞》一段尋找自我的旅程 ","dogwang22"," 4/24","4"
"7519","[新聞] 《與森林共舞》特效逼真 導演：想導回森","alice09"," 4/24","5"
"7577","[好無雷] 與森林共舞 要看就看IMAX 3D +1 ","pkn"," 4/25","8"
"7634","[請益] 動物方程市vs與森林共舞","PanasonicCM1"," 4/26","33"
"7793","[專題] 全擬真視效大躍進！揭曉《與森林共舞》的幕後製作","piggood"," 4/27","1"
"8939","[普偏好雷] 與森林共舞 The Jungle Book","uland26922"," 5/06","5"
"9035","[請益] 與森林共舞的一段話 ","QOO0216"," 5/07",""
"10284","[選片] 金錢怪獸 vs 與森林共舞","unswsd"," 5/21","15"
"11299","[好雷] 與森林共舞心得","Frogy"," 6/05","2"
"15063","[失望雷]令人失望的與森林共舞 ","evelyn0320"," 7/25","11"
"17373","[討論] 誠實預告:與森林共舞","arsl400"," 8/24","4"
"19526","[負雷] 與森林共舞。小朋友看的","HellKitty"," 9/16","8"
