"title","author","date","response"
"612","[討論] 蝙蝠俠對超人新的電視廣告","jay0000"," 1/11","30"
"613","[好雷]諾蘭版蝙蝠俠_開戰時刻 ","AisinGioro"," 1/11","24"
"798","[討論] 《蝙蝠俠對超人：正義曙光》全新片段","alljerry04"," 1/14","20"
"1365","[討論] 小班蝙蝠俠的一些新宣傳","sunny1991225"," 1/26","12"
"1716","[新聞] 蝙蝠俠、綠巨人改當記者，踢爆教會內幕！","kkaicd1"," 2/02","2"
"1872","[討論] 預告片後 對班艾佛列克的蝙蝠俠改觀了嗎","kobe"," 2/05","37"
"1982","[討論] 《蝙蝠俠對超人:正義曙光》土航廣告","NANJO1569"," 2/08","28"
"2291","[討論] 《蝙蝠俠對超人：正義曙光》最終預告","alljerry04"," 2/11","爆"
"2593","[討論]  蝙蝠俠對超人最新預告片出爐了！","hotanger"," 2/14",""
"2632","[討論] 蝙蝠俠對超人【中文】最終預告","NANJO1569"," 2/15","37"
"2893","[請益] \"驚爆焦點\" 浩克與蝙蝠俠(有雷)","keney963817"," 2/19","2"
"3161","[新聞] 蝙蝠俠超人躍上卡面　華南icash卡獨家發","reneebsb"," 2/23","2"
"3213","[新聞] 蝙蝠俠對超人導演版被分類為R級","sunny1991225"," 2/24","20"
"3278","Fw: [新聞] 他用10分鐘影片　讓你看完151分《蝙蝠俠","leo1990910"," 2/25","1"
"3419","[新聞] 小班為戲長肌肉　兒子真以為是蝙蝠俠","leo1990910"," 2/27","10"
"3641","[討論] 蝙蝠俠對超人 新流出片段","ayrtonvitas"," 2/29","26"
"3783","[討論] 《蝙蝠俠對超人：正義曙光》遭刪減片段","andyll2"," 3/01","21"
"3819","[請益] 看超人對蝙蝠俠要先看過前部超人嗎？","AisinGioro"," 3/02","8"
"3895","[新聞] 貝爾大讚新版蝙蝠俠 但心中首選非小班","conpo"," 3/03","7"
"3950","[贈票] 蝙蝠俠對超人:正義曙光 搶先見證誰能勝出","rainyday801"," 3/04","爆"
"4028","[討論] 超人跟蝙蝠俠誰強？小朋友回答超無厘頭！","NANJO1569"," 3/05","9"
"4038","[新聞] 貝爾自認沒演好蝙蝠俠 怪罪希斯萊傑搶戲","iam168888888"," 3/05","X3"
"4124","[新聞] 查克史奈得拍蝙蝠俠對超人前曾向諾蘭請益","Master5566"," 3/06","1"
"4142","[新聞] 爭議多、亮點也多 「蝙蝠俠對超人：正義","lpbrother"," 3/07","60"
"4201","[新聞] 記者發表《蝙蝠俠對超人》觀後感","boyea55"," 3/08","66"
"4260","[討論] GIT蝙蝠俠戰超人票房成績","godintaiwan"," 3/09","X5"
"4276","[討論] 為什麼大家會反對小班演蝙蝠俠?","bengowa"," 3/09","63"
"4294","Re: [討論] 為什麼大家會反對小班演蝙蝠俠?","a5378623"," 3/09","33"
"4321","Re: [討論] 為什麼大家會反對小班演蝙蝠俠?","sunny1991225"," 3/10","12"
"4361","Re: [討論] 為什麼大家會反對小班演蝙蝠俠?","CcccBon"," 3/11","8"
"4455","[新聞] 蝙蝠俠、超人戲裡搞神秘！ 戲外互誇身材","lpbrother"," 3/12","17"
"4519","[新聞] 謙虛蝙蝠俠不敢叫陣前輩 小班讚貝爾《黑","lpbrother"," 3/13","13"
"4550","[新聞] 編劇:《蝙蝠俠對超人》是三部曲中的第二","Loverukawa"," 3/13","17"
"4557","[討論] 《我是傳奇》預測蝙蝠俠大戰超人上映","how8462"," 3/13","16"
"4651","[討論] 蝙蝠俠vs超人 韓方公布更多畫面","MOJS"," 3/15","X2"
"4799","[贈票] 3/24 蝙蝠俠對超人：正義曙光 秀泰特  ","ShanPan"," 3/18","9"
"4982","[新聞] 班艾佛列克的最新蝙蝠俠電影 幼兒不宜","iam168888888"," 3/20","28"
"5000","[新聞] 查克史奈德：原本計畫讓小丑及謎語人在《蝙蝠俠對超人》登場","piggood"," 3/21","20"
"5005","[情報] 蝙蝠俠對超人 首映觀眾反應出爐","Rfed"," 3/21","72"
"5008","Re: [情報] 蝙蝠俠對超人 首映觀眾反應出爐","a5378623"," 3/21","27"
"5029","Re: [情報] 蝙蝠俠對超人 首映觀眾反應出爐","alexmai"," 3/21",""
"5064","[新聞] 新蝙蝠俠對舊超人 小班忙著打自己","conpo"," 3/22","1"
"5067","[討論] 《蝙蝠俠對超人：正義曙光》感人預告","AwAHAwA"," 3/22","13"
"5079","[FB] BvS 蝙蝠俠超人 大量無劇透心得","Wonderwalk"," 3/23","99"
"5102","[討論] 蝙蝠俠對超人 爛番茄首波評價","arsl400"," 3/23","73"
"5103","Re: [FB] BvS 蝙蝠俠超人 大量無劇透心得(負評)","Wonderwalk"," 3/23","72"
"5112","[無雷] 超人VS蝙蝠俠心得 個人大推","monmo"," 3/23","59"
"5116","[無雷] 《蝙蝠俠對超人：正義曙光》","qn123456"," 3/23","64"
"5121","[失望雷] 《蝙蝠俠對超人》毀譽參半","Carter8123"," 3/23","19"
"5122","[好雷] 蝙蝠俠對超人：正義曙光（無劇情）","alljerry04"," 3/23","23"
"5124","[新聞] 悼比利時恐攻 蝙蝠俠對超人首映撤紅毯","iam168888888"," 3/23","2"
"5135","[無雷]片尾沒有彩蛋喔－蝙蝠俠對超人 ","bpf1980"," 3/23","24"
"5136","[ 負雷] 蝙蝠俠vs超人","peteryang199"," 3/23","50"
"5139","[普偏好雷] 蝙蝠俠對超人","gasolrules16"," 3/24","3"
"5141","[無雷] 蝙蝠俠對超人無雷心得","work1024"," 3/24","9"
"5143","[無雷] 蝙蝠俠對超人無雷簡短心得 ","HappyPorsche"," 3/24","80"
"5145","[大好雷]蝙蝠俠對超人:正義曙光 ","faithans"," 3/24","13"
"5158","[好大雷] 蝙蝠俠對超人：正義曙光 ","SUMMERMAN"," 3/24","14"
"5168","[討論] 誠實預告之蝙蝠俠大戰超人","ooic"," 3/24","9"
"5180","[ 普雷] 不是DC漫迷，看【蝙蝠俠對超人】感想","eytdtdm8"," 3/24","12"
"5181","[討論] 樂高蝙蝠俠電影 前導預告釋出！","rz759"," 3/24","19"
