"title","author","date","response"
"6256","[討論] 我就要你好好的 ","leaven"," 4/05","7"
"10578","[贈票] 我就要你好好的 今夏與生命最勇敢的相遇","lcyspeaking"," 5/25","爆"
"11393","[好雷]《我就要你好好的》，遇見你之前。 ","a122239"," 6/07","6"
"11723","[好雷] me before you我就要你好好的 ","babycarp"," 6/10","7"
"12016","[好雷] 我就要你好好的 Me Before You ","lotuslin"," 6/14","8"
"12019","[好雷] 「我就要你好好的」暖到落淚的電影","eytdtdm8"," 6/14","7"
"12029","[大好雷] 我就要你好好的 後勁十足的好片","SophinaBlue"," 6/14","19"
"12165","[好雷] 《我就要你好好的》","abaw0522"," 6/16","6"
"12184","[無雷]《我就要你好好的》 不爆雷觀後感 ","lasor"," 6/17","17"
"12185","[好雷] 我就要你好好的－因為彼此而成為更好的人","VCube"," 6/17","12"
"12194","[微好雷]《我就要你好好的》大膽地活著","july1728"," 6/17","12"
"12211","[微好雷]我就要你好好的 ","okcard"," 6/17","7"
"12218","[後勁雷] 我就要你好好的 Me, Before You...","zoepeng"," 6/17","11"
"12219","[ 好雷]  Me Before You 我就要你好好的","ianencored"," 6/17","4"
"12221","[好雷] 我就要你好好的~完美的不完美~ ","tsukachan"," 6/18","13"
"12231","[好雷]【我就要你好好的】因為你，我煥然全新~ ","ariel119"," 6/18","19"
"12241","[好雷]我就要你好好的 Me Before You ","m23083"," 6/18","12"
"12243","[片單] 魔獸v.s.我就要你好好的","moai0723"," 6/18","27"
"12259","[  負雷]  我就要你好好的 me before you（有雷","YOGM"," 6/18","17"
"12260","[ 好雷] 我就要你好好的","rs6677"," 6/18","9"
"12277","[好雷] 我就要你好好的 ","Beanoodle"," 6/18","11"
"12307","[普雷] 很無聊的我就要你好好的 ","hopeblue"," 6/19","6"
"12317","[普雷]我就要你好好的 Me before you  ","kim5566"," 6/19","16"
"12318","Re: [ 好雷]  Me Before You 我就要你好好的","ainostw"," 6/19","10"
"12319","[請益] 【微負雷】結局討論！已看過我就要你好好的請進","to374325"," 6/19","4"
"12323","[負雷]我就要你好好的 ","mc929"," 6/19","4"
"12339","[好雷]心得【我就要你好好的】愛得精彩 活得痛快 ","KETTAL"," 6/19","4"
"12357","[好雷]我就要你好好的 觀後感 ","twosnakes77"," 6/19","8"
"12379","[好雷] 我就要你好好的，心得","tw00176060"," 6/20","3"
"12381","[好雷]《我就要你好好的Me Before You》 ","ggeni"," 6/20","4"
"12386","[負雷]我就要你好好的之奈威傳 ","no019439"," 6/20","58"
"12387","[請益] 我就要你好好的 一個小疑問（有雷）","yhly"," 6/20","10"
"12390","[好雷] 請帶衛生紙【我就要你好好的】","piggood"," 6/20","9"
"12393","[新聞]山姆克萊弗林《我就要你好好的》急瘦18公","vupmp6"," 6/20","23"
"12401","[普好雷] 我就要你好好的 - 浪漫有餘,辯證不足","michaelch"," 6/20","7"
"12402","[ 極好雷] 賺人熱淚的我就要你好好的","holidaypan"," 6/20","61"
"12407","[微負雷]我就要你好好的 ","nanakosun"," 6/20","34"
"12416","[微好雷] 我就要你好好的","outleap"," 6/20","3"
"12429","[好雷] 我就要你好好的哭","imjijipig"," 6/21","9"
"12447","[普偏好雷] 我就要你好好的 為愛而完美","ALYNN925"," 6/21","10"
"12469","[請益] 我就要你好好的 女主角哼的歌","my50310"," 6/21","1"
"12470","[ 普好雷 ] 我就要你好好的","littlesuyoyo"," 6/21","4"
"12475","[好雷]我就要你好好的 不專業心得 ","evelyn0320"," 6/21","10"
"12479","[普雷]我就要你好好的Me before you｜書評影評","lurvier"," 6/21","13"
"12484","[請益] 我就要你好好的配樂","nice0708"," 6/21","6"
"12488","[好雷]我就要你好好的Me Before You 讓我哭慘了 ","athena950041"," 6/22","25"
"12493","[好雷] 我就要你好好的 觀後感 ","Yes100"," 6/22","15"
"12496","[好雷]我就要你好好的 ","peteeelol"," 6/22",""
"12591","[選片] 厲陰宅vs我就要你好好的","sos19950108"," 6/22","38"
