"title","author","date","response"
"359","[討論] 厲陰宅2明天推出的預告片的預告片","ilovedandan"," 1/07","22"
"407","[討論] 厲陰宅2的預告片出來啦","sunny1991225"," 1/08","30"
"5479","[討論] 「厲陰宅 2」最新預告","beckseaton"," 3/27","24"
"5876","[問片] 厲陰宅中的娃娃","exporn"," 3/31","6"
"9543","[贈票] 搶先觀看【厲陰宅2】，挑戰恐怖新驚點！","lcyspeaking"," 5/13","爆"
"10510","[討論] 厲陰宅 2 - Experience Enfield VR 360","thebearsride"," 5/24","16"
"10592","[新聞] 恩菲爾德鬼屋探險 厲陰宅2推虛擬實境影片","conpo"," 5/25",""
"10907","Re: [贈票] 搶先觀看【厲陰宅2】，挑戰恐怖新驚點！","ahajiu"," 5/30",""
"11275","[新聞] 新一代恐怖電影大師！專訪《厲陰宅2》導","ocp1017"," 6/05","3"
"11361","[新聞] 《厲陰宅2》導演溫子仁談論《蝙蝠俠對超","ocp1017"," 6/06","9"
"11418","[新聞] 《厲陰宅2》導演溫子仁：《水行俠》將會","ocp1017"," 6/07","13"
"11434","[好無雷] 厲陰宅2 ","sallyhw"," 6/08","6"
"11435","[好雷]【厲陰宅2】試映心得 華倫夫婦英國大冒險 ","KETTAL"," 6/08","8"
"11436","[負雷] 厲陰宅2觀後感","OpenBa"," 6/08",""
"11438","[普好雷]《厲陰宅2》，第一集有拍手，第二集有？","a122239"," 6/08","10"
"11442","[嚇好雷] 厲陰宅2 ","qozxcv"," 6/08","31"
"11451","[請益] 哪家影城有厲陰宅2的IMAX版?","qqkiss"," 6/08","15"
"11456","[角色雷]  厲陰宅2，有圖慎入","suzuki88"," 6/08","13"
"11484","[無雷] 厲陰宅2裡面的Amityville和鬼屋文化","trustjohndoe"," 6/08","13"
"11490","[好雷] 厲陰宅2","mathafaka"," 6/08","8"
"11494","[討論] 厲陰宅2 女主角 薇拉法蜜嘉","ppbigpig"," 6/08","33"
"11497","[好無雷] 恐懼再度降臨《厲陰宅2》特映心得","hulk0813"," 6/08","4"
"11500","[好無雷]《厲陰宅2》觀後心得","Lrj"," 6/08","6"
"11503","[ 普雷] 厲陰宅2 (簡略心得)","jim85459"," 6/08","2"
"11510","[好雷]  厲陰宅2 ","yuzki"," 6/08","1"
"11511","[好雷]  厲陰宅2：倫敦救援 ","erikanofann"," 6/08","19"
"11526","[好雷]訓練握力的好選擇-厲陰宅2 ","eyeclose"," 6/09","1"
"11527","[好雷] 厲陰宅2","daniel890503"," 6/09","10"
"11531","[普雷]厲陰宅2 ","weiwayne"," 6/09","6"
"11535","[爽無雷]【厲陰宅2】超爽超滿足!","hisashi021"," 6/09","16"
"11537","[好雷]  厲陰宅2:全能修繕王","makina0914"," 6/09","15"
"11538","[請益] 厲陰宅未改編的史實","jsabc"," 6/09","3"
"11545","[好雷] 厲陰宅2 貓王讚！（有雷心得）","rick0905"," 6/09","8"
"11549","[選片] 出神入化2、魔獸、厲陰宅2","newalice"," 6/09","40"
"11557","[問片] 房仲適合看厲陰宅嗎？","students"," 6/09",""
"11571","[請益] 厲陰宅2(有雷)","aajimmy"," 6/09","10"
