"title","author","date","response"
"48","[普雷] 神鬼獵人","danielwu13"," 1/01","22"
"129","[好雷]《神鬼獵人》雪山飛狐李奧納多來復仇喇！ ","ash1118"," 1/03","11"
"247","[新聞]看《神鬼獵人》抽加拿大洛磯山10日遊 ","CatchPlay"," 1/05",""
"272","[選片] 福爾摩斯 VS 神鬼獵人","augusttenet"," 1/05","34"
"314","[新聞]就是後天!!!看【神鬼獵人】票根抽加拿大旅","garfie621"," 1/06",""
"318","[新聞]【神鬼獵人】技驚四座群星支持李奧拿影帝 ","CatchPlay"," 1/06","25"
"339","[ 好雷] 神鬼獵人","f126975955"," 1/06","11"
"412","[新聞]「神鬼獵人」辦試片 國內名導都來了 ","CatchPlay"," 1/08","9"
"423","[影評]神鬼獵人求生存，李奧納多拚得獎 ","a2975"," 1/08","12"
"432","[選片] 神鬼獵人/福爾摩斯/翻轉幸福","coldplay5566"," 1/08","28"
"433","[選片] 神鬼獵人VS下星期的大賣空","dl41oi"," 1/08","13"
"435","[好雷] 《神鬼獵人》 - 不可能的求生","leila"," 1/08","7"
"436","[普雷] 神鬼獵人－－沒有什麼能夠阻止我！","a5378623"," 1/08","39"
"447","[好雷]《神鬼獵人》衰鬼獵人","m19871006"," 1/08","3"
"448","[討論] 神鬼獵人一點小疑問","Christmu"," 1/08","5"
"452","[普雷] 神鬼獵人-誰才是野蠻人 ","chocoball"," 1/08","5"
"455","[好雷] 嗑電影：神鬼獵人","gys2"," 1/08","2"
"460","[普微雷]神鬼獵人-談李奧納多與小金人","shine44"," 1/08","32"
"467","[超級大負雷] 神鬼獵人 大爛片","camball"," 1/09",""
"476","[影評] 神鬼獵人-沒有神鬼，只有回歸自然的靈魂 ","grafishbanet"," 1/09","11"
"490","[選片] 星際大戰7跟神鬼獵人？？","apple9520"," 1/09","47"
"491","[普好雷]神鬼獵人  有著一口氣就要繼續活下去 ","eric6210"," 1/09","15"
"495","[普雷] 《神鬼獵人》談談李奧","Carter8123"," 1/09","9"
"504","[普雷] 神鬼獵人: 為了小金人，我可以忍","arsl400"," 1/09","4"
"511","[討論] 神鬼獵人-誰演的比較好？","stacyshu"," 1/09","19"
"513","[普雷] 神鬼獵人","indiroia"," 1/09","5"
"518","[請益] 神鬼獵人的血腥程度","subaruband"," 1/09","33"
"530","[請益] 神鬼獵人兩個疑問（雷）","toopure"," 1/09","20"
"532","[好雷] 神鬼獵人～冰雪的血肉追擊","paulyear"," 1/09","7"
"537","[請益] 神鬼獵人一問","cevs"," 1/10","4"
"541","[極負雷] 神鬼獵人","arsonlolita"," 1/10","48"
"542","[好無雷] 神鬼獵人-Tom Hardy","vince4687"," 1/10","14"
"543","[閒聊] 神鬼獵人-列文","KasmirLo"," 1/10","4"
"545","Re: [普微雷]神鬼獵人-談李奧納多與小金人","ohlong"," 1/10",""
"547","[普好雷] 神鬼獵人 雜七雜八觀後感","zorrolee"," 1/10","6"
"553","[討論] 神鬼獵人一些劇情問題請教(有雷慎入)","flamethur"," 1/10","7"
"554","Re: [討論] 神鬼獵人一些劇情問題請教(有雷慎入)","BleedWang"," 1/10","1"
"558","Re: [討論] 神鬼獵人一些劇情問題請教(有雷慎入)","grafishbanet"," 1/10","6"
"560","[好雷] 神鬼獵人","jygiant0330"," 1/10","6"
