"title","author","date","response"
"1764","[討論] 大家會去看大尾鱸鰻2嗎？","lpbrother"," 2/03",""
"1775","[普雷]《大尾鱸鰻2》首映會心得保證比第一集好看!","KETTAL"," 2/04","X6"
"1778","[宇宙大負雷] 大尾鱸鰻2","t5840336"," 2/04","33"
"1780","[腦傷負雷] 大尾鱸鰻2","pttpepe"," 2/04","28"
"1797","[好雷] 從大尾鱸鰻2體悟人生道理","max6060789"," 2/04","17"
"1808","Re: [討論] 大家會去看大尾鱸鰻2嗎？","meidoku"," 2/04","8"
"1815","Re: [討論] 大家會去看大尾鱸鰻2嗎？","twyes1688"," 2/04","15"
"1830","Re: [討論] 大家會去看大尾鱸鰻2嗎？","ben54302"," 2/05","23"
"1856","[  雷] 大尾鱸鰻2","lpbrother"," 2/05","7"
"1861","[負雷]大尾鱸鰻2 ","sosobook"," 2/05","2"
"1868","[負雷]《大尾鱸鰻2》，幸好有連靜雯與苗可麗。 ","a122239"," 2/05","19"
"1894","Re: [影評] 《大尾鱸鰻2》熱鬧跟門道都很大尾！","junseimika"," 2/06","3"
"1910","[無言雷] 大尾鱸鰻 2","Vicky183"," 2/06",""
"1913","[選片] 大尾鱸鰻2/神廚/人生按個讚","sucksboy"," 2/06","44"
"1917","Re: [影評] 《大尾鱸鰻2》熱鬧跟門道都很大尾！","tptt"," 2/06","7"
"1918","[請益] 大尾鱸鰻的好看點在哪?","teramars"," 2/06","4"
"1922","Re: [請益] 大尾鱸鰻的好看點在哪?","meidoku"," 2/07","14"
"1936","Re: [請益] 大尾鱸鰻的好看點在哪?","lady012266"," 2/07","1"
"1962","[微好雷] 大尾鱸鰻2,人生如戲,戲如人生,好看.","parkinque"," 2/07","X2"
"1972","[大負無雷] 過年第一糟 大尾鱸鰻2 ","yang22579"," 2/08","14"
"2003","Re: [討論] 大家會去看大尾鱸鰻2嗎？","ll2NTU5566"," 2/08","7"
"2089","[新聞] 《大尾鱸鰻2》賑災 募台幣300萬捐台南","Andick99"," 2/09","1"
"2097","[新聞] 《大尾鱸鰻2》霸賀歲檔 單日狂賣3000萬","padaa"," 2/09",""
"2100","[請益] 大尾鱸鰻2演楊祐寧妹妹那位演員是誰？ ","Erwin"," 2/09","5"
"2150","Re: [討論] 大家會去看大尾鱸鰻2嗎？","alexmai"," 2/10",""
"2164","[微負雷] 大尾鱸鰻2","b000555513"," 2/10",""
"2194","[好雷] 大尾鱸鰻2 ","whj0530"," 2/11","14"
"2230","[討論] 大尾鱸鰻2 vs刺陵","dannytsai"," 2/11","13"
"2253","[討論] 大尾鱸鰻2 總票房估 3.5億以下","winall"," 2/11","12"
"2292","[選片] 大尾鱸鰻2  人生按個讚","schoolfair"," 2/11","23"
"2301","[無雷]大尾鱸鰻跟死侍!? ","jessica418"," 2/12","4"
"2302","[選片] 大尾鱸鰻2/人生按個讚/神廚","b81314"," 2/12","11"
"2323","Fw: [ＦＢ] 時代力量-大尾鱸鰻2應為歧視道歉、修正","Aotearoa"," 2/12","46"
"2325","[新聞] 《大尾鱸鰻2》歧視原住民 時代力量:應道歉","zkow"," 2/12","3"
"2353","Re: [ＦＢ] 時代力量-大尾鱸鰻2應為歧視道歉、修正","a5378623"," 2/12",""
"2378","[新聞] 《大尾鱸鰻2》票房破億 豬哥亮續當賀歲片","haha98"," 2/12",""
