"title","author","date","response"
"1496","[討論] 如果ID4的外星人與星際大戰的銀河帝國打","RichardIII"," 1/29","2"
"6303","[請益] ID4:星際重生 第二波預告上線","maxw1102"," 4/06","30"
"7396","[討論] ID4星際重生 第二波預告釋出","magneto5566"," 4/22","91"
"7585","[討論] 配合ID4續集的宣傳畫","AlbertSpeer"," 4/25",""
"10542","[新聞] 《ID4星際重生》釋出 5 分鐘加長預告","ocp1017"," 5/24","42"
"11006","[新聞] 《ID4》續集地球亂轉 亞洲飛撞歐洲 Baby","MyAll"," 5/31","18"
"11031","[新聞] 雷神弟《ID4》搏扳倒老哥 差6歲手足闖銀","MyAll"," 6/01","31"
"11051","[討論] ID4 星際重生 ESD 召募宣傳片","MonkeysGOGO"," 6/01","4"
"11492","[討論] 飛官方評論 - ID4星際重生預告分析及預測","arix1331"," 6/08","5"
"11662","[請益] ID4第一集加長片段","alains"," 6/10",""
"11665","[討論] ID4可訂票了？","panzer1224"," 6/10","13"
"11922","[請益] ID4星際重生的片長","NYPD319198"," 6/13","21"
"12022","[新聞] 導演羅蘭艾默瑞奇透露《ID4星際重生》本","ocp1017"," 6/14",""
"12088","[新聞] 羅蘭表示:ID4會有第三集","AlbertSpeer"," 6/15","29"
"12155","[請益] ID4預告中的一個片段","baxiche"," 6/16","2"
"12161","[新聞] 外星人的復仇！《ID4星際重生》三支片段","ocp1017"," 6/16","19"
"12283","[經典好雷] ID4星際終結者-劃時代的末日反擊戰","ck0413"," 6/19","18"
"12306","[討論] ID4 - 重生 口碑到底如何？？","MrLuna"," 6/19","10"
"12320","[討論] ID4今年會出現什麼（電影還沒上映","icrt000000"," 6/19","28"
"12440","[新聞] 起死回生？ 《ID4》歐康博士驚現續集預告","conpo"," 6/21","23"
"12448","[請益] ID4為何叫ID4?","Sam0907"," 6/21","50"
"12454","Re: [請益] ID4為何叫ID4?","jasonmcsh"," 6/21","10"
"12457","Re: [請益] ID4為何叫ID4?","kazamisin"," 6/21",""
"12458","Re: [請益] ID4為何叫ID4?","hotrain13"," 6/21","15"
"12462","[Live] ID48星際終結者  18:00 星星台","pttnowash"," 6/21","29"
"12481","[好雷] 經典回顧 ID4星際終結者 ","m19871006"," 6/21","11"
"12501","[選片] ID4跟出神入化2","injoylife"," 6/22","55"
"12509","[ 好雷] ID4星際重生","IBIZA"," 6/22","64"
"12513","[請益] 沒看過ID41 看ID42看得懂嗎?","dxdy"," 6/22","17"
"12514","[好雷]ID4:毀滅後才能重生？","h45696395175"," 6/22","17"
"12518","[負雷]ID4星際重生 ","polo007"," 6/22","42"
"12521","[大負雷]ID4  只有錢堆出來的特效","leolin318"," 6/22","4"
"12522","[負無雷] ID4  怎麼可以拍那麼爛","Fuzishan"," 6/22","19"
"12523","[普負雷]經典不再只能回味外加設定抄很大 ID4 R","lopoko"," 6/22","9"
"12525","[討論] 請問ID4第一集，為何是經典?","jojolast"," 6/22","48"
"12526","[好雷] ID4-R 宇宙中，我們並不寂寞 (3D)","ILOVEJIN"," 6/22","1"
"12528","Re: [討論] 請問ID4第一集，為何是經典?","nanshinner"," 6/22","4"
"12529","[無雷] ID4心得","loserfatotak"," 6/22","2"
"12530","[普雷]ID4：星際重生","blueash"," 6/22",""
"12531","[普好雷] ID4-星際重生-懷舊與創新融合","ck0413"," 6/22",""
"12533","[好雷]ID4重返地球，宇宙多元生命 ","littableaf"," 6/22","13"
"12534","[負雷] ID4 負評叢生 ","errard"," 6/22","13"
"12535","Re: [討論] 請問ID4第一集，為何是經典?","ejywar"," 6/22","5"
"12537","[負雷]ID4 星際重生      前段無雷 ","qscgg"," 6/22","6"
"12541","[微好雷]ID4_女總統元年?! ","leonabc963"," 6/22","4"
"12546","[好雷]ID4:星際終結者 ","bpf1980"," 6/22","7"
"12548","Re: [討論] 請問ID4第一集，為何是經典?","windcanblow"," 6/22","6"
"12550","[好雷]ID4星際重生:找好戲院看就對了 ","speed2"," 6/22","11"
"12552","[請益] ID4-2是否要看3D (急)","zebirlin"," 6/22","24"
"12555","[選片]  ID4和魔獸","david30520"," 6/22","21"
"12556","[負雷] ID4-2超簡單心得","yha00"," 6/22","1"
"12557","[好雷] ID4 4DX 3D版","egg781"," 6/22","14"
"12559","[討論] ID4是否真的那麼爛！？","t87177"," 6/22","63"
"12561","[雷]ID4：星際重生的星艦梗 ","bpf1980"," 6/22","7"
"12562","[好雷] 滿喜歡3D的ID4","suei0715"," 6/22","3"
"12565","[負無雷]  ID4 第二集 星際重生","eachunglin"," 6/22","40"
"12568","[負雷] ID4:星際蒙牛 ","erikanofann"," 6/22","1"
"12570","[負雷] ID4：星際重生 中國元素怎麼這麼多","S890127"," 6/22","14"
"12573","[好雷] ID4，希望外星人不要攻擊地球","nicole6645"," 6/22","5"
"12576","[普雷] 一直讓我想到勇者達剛的ID4","herochang"," 6/22","4"
"12578","[負雷] ID4 星際重生","bala73"," 6/22","17"
"12581","[微雷] ID4*2=ID8 ","seasinger"," 6/22","6"
"12585","[普雷] 不惑之年看ID4 ","bkm1"," 6/22","9"
"12587","[負雷]ID4 星際重生 ","angelamax"," 6/22","5"
"12588","[負雷] ID4-星際重生  ","kwinner"," 6/22","8"
"12594","[  雷] ID4，如果世界上有外星人本魯就GG了","wintercold"," 6/22","2"
"12595","[ 負雷] 浪費特效的ID4","blacktooth"," 6/22","3"
"12597","[微負雷] 期待越高，失望越大的ID4","cosingtako"," 6/22",""
"12598","[負雷]  ID4星際重生 4Dx 3D","halulu"," 6/22","1"
"12599","[無雷] 一句話讓你決定要不要進場看ID4 ","alexmai"," 6/22","2"
"12600","[ 普雷] ID4老粉絲的續集觀後感 ","AlbertSpeer"," 6/22","5"
"12602","[有雷] 你可能不知道的《ID4星際終結者》 ","m19871006"," 6/22",""
"12603","[ 負雷] ID4 星際重生","lubin3th"," 6/22","13"
"12612","[好微雷]ID4星際重生 重溫舊夢 ","ilovesj13"," 6/22","7"
"12614","[普好雷] ID4 2 還ok阿, 大家標準好高","cocabell"," 6/22","43"
"12615","[普雷] ID4:星際重生","pchou17"," 6/22","5"
"12617","[討論] 回憶裡的【ID4 星際終結者】","stevetyda"," 6/22","11"
"12619","[普雷] 先讀過電影小說前段章節的 ID4 觀後感","tingchia"," 6/22","5"
"12620","Re: [ 負雷] ID4 星際重生","dlbfresh"," 6/22",""
"12621","Re: [普好雷] ID4 2 還ok阿, 大家標準好高","sasako"," 6/22","15"
"12623","[普雷] 關於ID4續集的疑問？","lienchi"," 6/23","7"
"12624","Re: [ 負雷] ID4 星際重生","cmo123123"," 6/23","21"
"12627","[極負雷] ID4 毫無邏輯爽度可言","VVVV5555"," 6/23","34"
"12628","[普雷] ID4星際重生 ","ghostl40809"," 6/23","2"
"12630","[負雷] ID4星際重生 高期待卻讓人失望","Pensword"," 6/23","6"
"12633","[普好雷] ID4 星際重生","xhoop"," 6/23","5"
"12636","[無雷]ID4 星際重生之外星人很會選時間 ","kome808"," 6/23","1"
"12638","[普雷]我為什麼覺得ID4：星際重生不如第一集-01 ","bpf1980"," 6/23","12"
"12639","[討論] 這代的ID4.......","mitsui0309"," 6/23","6"
"12640","Re: [ 負雷] ID4 星際重生","EnigmaMan"," 6/23","1"
"12641","[討論] ID4 之 小雨，加速。","gpee"," 6/23","7"
"12644","[討論] (微雷)ID4-2裡的老將軍","pastor1982"," 6/23","9"
"12651","[無雷] ID4 星際重生","tiger51"," 6/23","6"
"12655","[負雷]ID4星際重生","vestal"," 6/23","7"
"12657","[  無雷] 關於ID4的置入性行銷","BliNg9"," 6/23","29"
"12662","[負雷] ID4星際重生 然後他就死掉了","dollmaker"," 6/23","15"
"12664","[好雷] 退 ID4的票去看魔獸","DKnex"," 6/23","6"
"12666","[ 無雷] ID4 星際重生 主要演員特質","Neps"," 6/23","4"
"12670","[普好雷] ID4星際重生","nanshinner"," 6/23","2"
"12673","[普無雷] 嗑電影:ID4星際重生","gys2"," 6/23","1"
"12675","[好無雷] ID4星際重生3D","wati1123"," 6/23","2"
"12677","[請益] ID4 星際重生 IMAX 3D or 4DX ?","bennybennyb"," 6/23","9"
"12678","[普雷]  ID4 星際重生","ethyma"," 6/23","2"
"12687","[討論] ID4:星際重生 首日票房破2300萬","maxw1102"," 6/23","27"
"12688","Re: [ 無雷] ID4 星際重生 主要演員特質","carol333"," 6/23","3"
"12690","[好無雷]<ID4星際重生>人類團結救地球","CCCLee"," 6/23","2"
"12695","[普雷]ID4 星際重生 ","kgbrts"," 6/23","2"
"12696","[新聞] 《ID4星際重生》全台票房破記錄 網讚更","vm04vm04"," 6/23","1"
"12698","Re: [普雷]ID4 星際重生 ","IBIZA"," 6/23","4"
"12699","[普負雷]  ID4 老調重生 ","AJKAllen"," 6/23","9"
"12702","[討論] ID4 星際重生 IMDB 只有 6.7分","SangoDragon"," 6/23","21"
"12710","[  普雷] ID4-2","loveswazi"," 6/23",""
"12712","[ 普雷] ID4星際重生觀後感","a000114"," 6/23","2"
"12714","[普雷] 台中新光影城ATMOS版ID4-2觀後簡短心得","ROMEL"," 6/23","7"
"12719","[好雷] ID4II果然還是只能對自己致敬","ariesbaby"," 6/23","5"
