"tag","day","rate"
"other",-69,0
"other",-47,0
"other",-27,19
"other",-7,1
"other",-6,1
"other",-4,0
"other",-3,0
"poor",0,15
"other",0,12
"other",0,0
"neg",0,14
"neg",0,7
"neg",0,5
"pos",0,11
"other",0,26
"neg",0,7
"other",0,9
"other",0,0
"other",1,0
"other",1,0
"other",1,7
"other",1,0
"other",1,85
"other",2,26
"other",2,7
"other",2,11
"other",2,8
"other",2,7
"other",2,52
"other",2,36
"other",2,0
"other",2,7
"other",2,7
"pos",3,52
"other",3,10
"pos",3,2
"pos",3,9
"poor",3,9
"other",4,6
"other",4,4
"neg",4,7
"other",4,6
"pos",5,0
"poor",5,0
"other",6,-20
"other",6,3
"poor",6,5
"other",6,18
"other",8,0
"pos",10,-10
"pos",10,0
"neg",10,25
"neg",14,1
"pos",16,0
"neg",16,2
"other",17,0
"other",18,2
"other",18,25
"other",18,2
"other",18,1
"other",41,20
"other",78,42
"other",106,4
