"tag","day","rate"
"other",-124,21
"other",-51,100
"other",-12,4
"other",-7,35
"other",-3,16
"other",-3,40
"other",-2,-10
"other",-2,0
"other",-1,0
"other",-1,12
"pos",-1,0
"other",0,22
"other",0,1
"pos",0,14
"neg",0,26
"other",0,10
"poor",0,8
"pos",0,6
"pos",0,5
"pos",0,1
"other",0,5
"poor",0,8
"pos",0,0
"other",0,41
"other",0,9
"pos",0,9
"other",0,16
"poor",0,7
"poor",0,6
"poor",0,5
"pos",0,6
"pos",1,16
"neg",1,0
"pos",1,3
"other",1,12
"other",1,1
"neg",1,0
"other",1,14
"poor",1,9
"other",1,8
"poor",1,6
"pos",1,6
"pos",1,8
"poor",1,13
"pos",1,3
"poor",1,14
"other",1,39
"pos",1,10
"pos",1,7
"other",1,16
"other",1,25
"other",1,6
"pos",1,6
"pos",2,20
"pos",2,10
"pos",2,1
"poor",2,1
"poor",2,20
"poor",2,10
"other",2,17
"poor",2,7
"pos",2,8
"other",2,7
"poor",3,14
"other",3,11
"other",3,16
"other",3,1
"pos",3,4
"other",3,5
"other",3,12
"poor",3,12
"other",3,7
"other",3,14
"neg",3,7
"poor",3,10
"other",3,3
"other",3,31
"other",3,32
"other",3,12
"poor",3,3
"other",3,12
"neg",3,0
"poor",3,21
"pos",3,7
"pos",3,5
"pos",3,8
"neg",3,34
"pos",4,3
"pos",4,15
"poor",4,16
"poor",4,6
"other",4,58
"neg",4,7
"other",4,8
"other",4,0
"other",4,22
"neg",4,27
"pos",4,16
"neg",4,8
"neg",4,18
"neg",5,8
"neg",5,11
"neg",5,0
"pos",5,5
"pos",5,1
"pos",5,5
"other",5,42
"other",5,9
"other",5,6
"other",5,6
"other",5,7
"other",5,6
"other",5,3
"other",5,37
"pos",5,11
"other",5,11
"other",5,25
"other",5,7
"neg",5,9
"pos",5,19
"poor",5,9
"other",5,9
"other",5,7
"other",6,4
"pos",6,23
"other",6,79
"neg",6,0
"poor",6,9
"other",6,65
"poor",6,4
"other",6,26
"poor",6,11
"other",6,6
"other",6,9
"other",7,16
"other",7,4
"other",7,2
"other",7,6
"neg",7,11
"other",7,-20
"pos",7,10
"neg",7,-20
"other",8,18
"poor",8,-20
"poor",8,96
"poor",8,16
"poor",8,-10
"poor",8,26
"other",8,49
"poor",8,7
"other",9,54
"poor",9,10
"other",9,4
"pos",9,5
"poor",9,5
"other",9,9
"other",9,42
"pos",9,1
"poor",9,4
"neg",10,8
"other",10,18
"other",10,20
"neg",10,4
"poor",10,48
"other",11,15
"pos",11,22
"pos",11,9
"neg",11,19
"poor",11,46
"neg",11,5
"pos",11,15
"pos",11,12
"pos",11,5
"pos",11,13
"other",12,0
"other",12,2
"other",12,8
"other",12,5
"pos",12,2
"other",12,24
"other",12,3
"other",13,16
"other",13,12
"pos",13,6
"other",13,22
"pos",13,4
"neg",13,15
"other",13,5
"neg",14,17
"poor",14,50
"other",14,3
"other",15,26
"pos",15,1
"neg",15,3
"other",15,0
"other",16,74
"other",17,13
"other",17,10
"other",17,3
"other",18,0
"other",18,1
"poor",19,17
"other",19,38
"other",19,25
"neg",20,0
"neg",20,4
"neg",20,9
"neg",20,7
"poor",21,10
"poor",21,3
"other",21,23
"pos",23,3
"other",23,49
"poor",23,0
"pos",24,6
"poor",26,3
"pos",26,10
"other",28,18
"other",30,13
"pos",32,9
"pos",34,6
"other",34,3
"other",35,14
"other",36,10
"other",39,21
"other",44,80
"other",44,46
"other",44,0
"pos",44,0
"other",44,0
"other",44,11
"poor",46,4
"neg",46,0
"other",48,28
"other",94,10
"other",105,6
"other",121,16
"other",151,6
"other",162,2
"other",162,9
