"tag","day","rate"
"other",-194,32
"other",-193,8
"other",-190,31
"other",-190,18
"other",-182,3
"other",-180,2
"other",-94,83
"other",-93,31
"other",-80,20
"other",-65,6
"other",-50,16
"other",-49,3
"other",-34,20
"other",-34,7
"other",-27,0
"other",-18,7
"other",-17,5
"other",-13,6
"other",-12,56
"other",-8,28
"pos",-8,8
"pos",-7,2
"other",-7,44
"pos",-7,2
"pos",-7,10
"other",-6,11
"pos",-5,2
"other",-2,33
"pos",-1,9
"other",0,31
"pos",0,17
"pos",0,69
"other",0,11
"other",0,0
"pos",0,16
"pos",0,32
"pos",0,23
"poor",0,18
"pos",0,24
"pos",0,22
"pos",0,20
"other",0,15
"pos",0,4
"pos",0,24
"pos",0,17
"pos",0,12
"other",0,20
"other",0,5
"pos",0,18
"neg",0,28
"pos",0,35
"other",1,9
"other",1,15
"other",1,9
"pos",1,11
"poor",1,5
"pos",1,7
"pos",1,44
"other",1,15
"other",1,9
"poor",1,7
"other",1,25
"pos",2,28
"other",2,7
"other",2,7
"other",2,63
"pos",2,19
"poor",2,5
"other",2,16
"other",2,21
"other",2,9
"pos",2,11
"pos",2,4
"other",2,16
"other",2,7
"other",2,74
"pos",2,11
"other",2,13
"other",2,8
"pos",2,5
"other",2,24
"pos",3,2
"other",3,19
"other",3,14
"other",3,7
"neg",3,9
"pos",3,14
"pos",3,9
"pos",3,1
"other",3,22
"other",3,10
"pos",3,12
"pos",3,5
"pos",3,8
"pos",3,18
"other",3,41
"pos",3,3
"pos",3,0
"pos",3,4
"other",3,5
"pos",3,18
"other",3,6
"other",4,28
"other",4,22
"other",4,13
"pos",4,18
"other",4,15
"other",4,22
"pos",4,6
"pos",5,9
"other",5,-20
"other",5,84
"other",5,17
"pos",5,18
"other",5,3
"pos",5,3
"other",5,21
"other",5,3
"poor",5,6
"other",5,43
"other",5,35
"pos",5,40
"poor",6,7
"other",6,13
"other",6,2
"other",6,13
"other",6,11
"other",6,6
"pos",6,7
"pos",6,6
"poor",6,4
"other",7,11
"other",7,3
"other",7,0
"pos",7,9
"other",7,3
"pos",8,5
"other",8,31
"other",8,46
"pos",8,7
"other",8,-30
"other",8,0
"other",9,4
"poor",9,6
"other",9,3
"pos",9,15
"pos",9,10
"other",10,1
"pos",10,5
"other",10,4
"neg",10,-90
"other",10,2
"neg",10,17
"neg",10,3
"neg",10,94
"other",11,6
"neg",11,6
"neg",11,8
"neg",11,16
"other",11,44
"pos",11,9
"pos",12,12
"other",13,7
"other",13,13
"other",13,20
"other",14,23
"other",14,7
"other",14,96
"other",15,21
"poor",16,6
"pos",16,7
"other",16,4
"other",17,38
"other",18,40
"other",20,11
"pos",22,5
"other",23,53
"other",24,1
"pos",25,5
"other",26,51
"pos",26,5
"other",29,58
"other",29,22
"other",31,38
"other",49,14
"other",49,13
"other",85,30
"other",92,18
"other",101,37
"other",107,4
"other",118,87
"other",120,7
"other",121,4
"other",148,12
"pos",155,9
"other",164,28
