"tag","day","rate"
"other",-53,5
"other",-23,100
"other",-8,4
"pos",-7,9
"pos",-2,2
"other",-1,3
"pos",0,23
"pos",1,1
"pos",1,6
"pos",1,59
"other",1,61
"pos",1,32
"other",1,15
"pos",1,17
"other",2,13
"pos",2,6
"pos",2,8
"other",3,12
"pos",3,18
"pos",3,17
"pos",3,18
"other",3,29
"other",4,2
"other",4,46
"pos",4,22
"pos",5,1
"other",5,1
"other",5,2
"neg",5,92
"pos",5,5
"poor",5,3
"neg",5,17
"pos",5,5
"poor",5,7
"other",5,4
"neg",5,0
"poor",5,9
"other",6,4
"pos",6,0
"other",7,27
"neg",7,5
"pos",7,1
"neg",7,3
"pos",8,0
"pos",8,9
"other",8,4
"pos",9,0
"other",9,3
"other",9,17
"other",9,1
"other",9,20
"pos",9,4
"neg",9,37
"pos",10,14
"neg",10,12
"pos",11,3
"other",11,2
"poor",11,2
"other",13,24
"pos",13,2
"other",13,12
"pos",13,0
"other",14,41
"other",14,3
"other",14,10
"neg",15,3
"other",15,42
"other",15,3
"other",16,29
"pos",16,4
"other",16,14
"other",16,0
"poor",16,10
"neg",17,32
"other",17,9
"other",17,2
"other",17,11
"neg",18,49
"other",19,0
"poor",19,0
"neg",19,2
"neg",19,42
"pos",20,15
"other",21,16
"pos",22,5
"pos",23,3
"other",23,0
"other",24,6
"pos",25,11
"other",26,7
"other",28,52
"other",31,0
"other",31,2
"pos",31,1
"other",32,14
"other",36,0
"pos",37,5
"pos",38,2
"other",38,3
"other",43,65
"pos",45,3
"pos",48,1
"other",49,21
"other",76,1
"other",95,9
"other",-266,7
"other",-263,4
"other",-261,3
"other",-260,4
"other",-258,15
"pos",-251,0
"poor",-242,8
