"tag","day","rate"
"pos",-225,0
"other",-120,22
"other",-79,6
"other",-70,11
"other",-21,2
"pos",-18,8
"other",-7,4
"other",-6,4
"other",-3,4
"other",-2,11
"pos",-2,9
"other",-2,10
"pos",-1,3
"other",0,63
"other",0,14
"pos",0,3
"other",0,1
"neg",0,7
"pos",1,10
"pos",1,4
"pos",1,7
"other",1,63
"poor",1,15
"poor",1,3
"pos",1,10
"other",2,6
"pos",2,5
"pos",2,5
"pos",2,1
"other",2,10
"pos",2,5
"pos",3,9
"pos",3,22
"pos",3,2
"pos",3,6
"neg",3,12
"other",4,1
"other",4,38
"pos",4,0
"other",4,14
"other",5,0
"other",5,1
"pos",6,5
"pos",6,1
"other",6,1
"other",6,0
"poor",8,5
"other",8,38
"pos",8,7
"neg",8,1
"poor",8,0
"poor",8,2
"pos",8,0
"poor",8,3
"other",9,2
"pos",9,2
"pos",9,0
"pos",9,3
"pos",11,18
"other",14,14
"pos",15,1
"pos",15,3
"pos",16,5
"other",16,1
"other",16,0
"other",16,11
"other",16,8
"other",17,4
"pos",17,0
"pos",17,4
"other",18,-20
"other",21,21
"pos",27,4
"neg",28,9
"other",30,13
"other",32,4
