"tag","day","rate"
"other",-293,12
"other",-286,18
"other",-285,2
"pos",-275,5
"pos",-265,2
"other",-259,5
"other",-259,10
"other",-259,15
"other",-252,0
"other",-233,2
"other",-233,18
"other",-233,17
"other",-222,55
"other",-220,8
"other",-219,27
"other",-216,13
"other",-216,11
"other",-213,29
"other",-212,4
"other",-190,4
"other",-180,8
"other",-156,55
"other",-156,53
"other",-154,14
"other",-146,6
"other",-141,30
"other",-141,2
"other",-125,49
"other",-120,7
"other",-120,0
"other",-120,8
"other",-120,0
"other",-111,6
"other",-106,20
"other",-106,34
"other",-104,6
"other",-90,59
"other",-81,3
"pos",-81,18
"other",-81,3
"other",-74,2
"other",-72,3
"other",-70,24
"other",-70,9
"other",-63,10
"other",-63,41
"other",-62,60
"other",-60,2
"other",-60,3
"other",-59,28
"other",-58,3
"other",-41,2
"other",-39,8
"other",-38,65
"other",-34,43
"other",-33,7
"other",-28,19
"other",-28,46
"other",-24,3
"other",-24,13
"other",-18,12
"other",-18,64
"other",-18,14
"other",-18,11
"other",-18,23
"other",-17,18
"other",-17,2
"other",-13,1
"other",-13,3
"other",-12,7
"other",-11,4
"other",-11,8
"other",-11,7
"other",-10,25
"other",-9,1
"other",-7,32
"other",-6,17
"other",-5,6
"other",-4,7
"pos",-3,16
"other",-3,21
"other",-2,20
"poor",-1,12
"pos",-1,1
"poor",-1,3
"other",0,4
"other",0,7
"other",0,0
"poor",0,12
"other",0,3
"neg",0,7
"neg",0,5
"other",0,7
"pos",0,0
"neg",0,7
"neg",0,0
"other",0,31
"pos",0,16
"neg",0,1
"poor",0,5
"pos",0,8
"other",0,1
"other",0,22
"poor",0,4
"neg",0,6
"other",0,11
"poor",0,3
"poor",0,0
"neg",0,4
"other",0,10
"pos",0,0
"other",0,8
"neg",0,15
"poor",0,1
"poor",0,7
"pos",1,0
"poor",1,0
"neg",1,9
"poor",1,2
"poor",1,2
"poor",1,4
"neg",1,4
"pos",1,10
"pos",1,24
"poor",1,16
"other",1,0
"other",1,7
"neg",1,21
"neg",1,3
"poor",1,2
"neg",1,6
"other",2,15
"other",2,8
"other",2,0
"other",2,6
"other",2,17
"neg",2,18
"neg",2,10
"other",2,65
"pos",2,2
"pos",2,7
"neg",3,2
"other",3,0
"pos",3,20
"other",3,8
"other",3,8
"poor",3,8
"other",3,22
"other",3,0
"other",3,26
"neg",3,6
"pos",3,10
"neg",3,3
"other",3,2
"neg",3,21
"poor",3,4
"pos",4,44
"other",4,8
"other",4,28
"other",4,22
"other",4,7
"other",4,12
"other",4,15
"other",4,14
"other",4,0
"other",4,6
"other",4,6
"pos",5,16
"other",5,47
"pos",5,4
"poor",5,2
"pos",5,2
"other",5,18
"other",6,13
"other",6,36
"other",6,0
"neg",7,12
"poor",7,10
"poor",7,5
"pos",8,10
"pos",8,11
"pos",8,8
"neg",9,42
"neg",11,2
"other",11,0
"neg",12,9
"neg",12,4
"pos",12,9
"poor",13,4
"neg",13,5
"poor",13,3
"other",14,29
"other",14,7
"other",14,16
"pos",15,8
"other",15,4
"other",15,1
"other",16,8
"other",17,17
"other",17,18
"other",17,2
"poor",17,5
"poor",18,1
"other",19,2
"other",26,6
"pos",29,13
"poor",31,4
"pos",34,5
"other",35,9
"poor",35,0
"other",45,2
"other",51,5
"other",51,8
"other",52,3
"other",54,33
"other",-291,0
"other",-287,4
