"tag","day","rate"
"other",-30,100
"other",-29,2
"other",-29,0
"other",-29,15
"pos",-23,5
"pos",-21,4
"other",-16,4
"pos",-15,7
"pos",-15,5
"other",-15,11
"pos",-15,4
"pos",-15,1
"pos",-14,6
"other",-14,5
"pos",-14,3
"pos",-13,4
"other",-12,1
"pos",-10,1
"other",-5,2
"other",-5,14
"pos",-5,2
"pos",-5,13
"pos",-5,43
"other",-4,3
"pos",-4,20
"pos",-4,1
"pos",-4,16
"other",-4,3
"other",-4,41
"pos",-4,22
"pos",-3,7
"other",-3,24
"other",-3,20
"other",-3,16
"other",-3,5
"pos",-3,35
"pos",-3,4
"pos",-3,6
"pos",-2,0
"pos",-2,7
"pos",-2,9
"pos",-2,1
"pos",-2,9
"pos",-2,0
"other",-2,3
"other",-1,12
"other",-1,4
"other",-1,47
"pos",-1,1
"other",-1,16
"other",-1,23
"pos",0,26
"other",0,9
"other",0,42
"pos",1,27
"other",1,5
"other",1,10
"other",1,3
"other",1,15
"pos",1,16
"pos",1,0
"pos",1,3
"other",1,8
"other",1,27
"pos",1,9
"other",1,1
"other",2,9
"pos",2,23
"other",2,8
"other",2,5
"other",2,47
"other",2,8
"other",2,10
"other",2,4
"other",2,16
"other",2,7
"other",2,10
"poor",3,15
"poor",3,0
"other",3,7
"pos",3,12
"other",3,20
"other",3,3
"other",3,6
"other",4,62
"other",4,7
"other",4,14
"other",4,5
"other",4,9
"other",4,0
"other",4,-20
"other",4,19
"other",4,0
"other",4,0
"other",4,22
"other",4,30
"other",4,41
"other",4,5
"other",4,27
"other",4,2
"pos",4,10
"pos",4,3
"other",4,7
"other",5,10
"pos",5,26
"pos",5,11
"other",5,0
"other",5,2
"pos",5,30
"other",5,5
"other",5,15
"other",5,18
"pos",5,14
"pos",5,7
"pos",6,6
"other",6,4
"other",6,1
"pos",6,3
"other",6,10
"other",6,27
"other",6,5
"other",6,-10
"other",6,49
"other",6,15
"pos",6,0
"pos",6,7
"pos",6,8
"neg",6,-30
"other",6,16
"other",7,10
"neg",7,1
"neg",7,7
"neg",7,8
"other",7,63
"pos",7,4
"other",7,9
"other",7,7
"pos",7,8
"pos",7,6
"neg",7,-30
"other",8,11
"pos",8,49
"neg",8,0
"other",8,19
"other",8,1
"pos",8,55
"other",8,0
"other",8,25
"other",8,34
"other",9,34
"other",9,5
"other",9,8
"other",9,8
"other",10,15
"pos",10,22
"other",10,6
"pos",10,6
"pos",10,2
"other",10,17
"other",10,9
"pos",10,6
"other",10,5
"pos",10,13
"other",10,4
"other",11,7
"other",11,6
"pos",11,57
"other",11,34
"pos",11,15
"pos",11,16
"other",11,9
"pos",11,6
"other",11,2
"other",11,9
"other",12,14
"other",12,4
"other",12,3
"other",12,-100
"pos",12,37
"other",12,8
"pos",12,11
"pos",12,4
"other",12,2
"other",12,1
"pos",12,9
"other",12,36
"other",12,30
"other",12,32
"other",13,18
"other",13,-10
"pos",13,20
"pos",13,0
"pos",13,8
"poor",13,7
"other",13,29
"other",13,10
"other",13,15
"pos",14,11
"other",15,0
"pos",15,5
"other",16,8
"pos",16,9
"other",16,23
"other",16,59
"other",16,31
"pos",16,3
"pos",17,6
"other",17,0
"other",17,26
"other",18,5
"other",18,14
"other",18,9
"other",18,16
"other",18,11
"other",18,8
"pos",18,3
"other",18,1
"other",18,6
"pos",18,1
"other",19,24
"other",19,5
"other",19,24
"other",19,27
"pos",19,2
"other",20,3
"other",21,36
"pos",21,5
"other",22,32
"pos",22,6
"pos",24,2
"other",24,5
"pos",24,9
"other",25,23
"other",25,6
"other",26,22
"pos",27,25
"other",27,69
"pos",27,27
"other",30,26
"other",30,9
"other",31,4
"other",31,10
"other",31,1
"other",31,6
"other",32,3
"other",32,35
"poor",33,10
"other",39,19
"other",39,3
"pos",39,10
"other",39,26
"other",42,6
"pos",54,15
"other",55,12
"other",59,10
"other",61,20
"pos",62,6
"other",67,32
"other",71,66
"other",76,5
"neg",88,0
"other",102,33
"other",115,27
"neg",121,20
"neg",121,1
"neg",121,0
"neg",121,8
"neg",121,15
"neg",121,4
"other",122,63
"other",123,0
"pos",124,3
"pos",129,9
"pos",132,13
"pos",134,6
"other",135,15
"other",163,19
"other",168,9
"other",179,32
"pos",179,18
"other",198,15
"other",208,66
"other",211,18
"other",222,9
"other",224,37
"other",227,16
"other",227,26
"other",228,20
"other",233,1
"other",238,28
"other",-40,12
"other",-21,22
