"tag","day","rate"
"other",-55,8
"pos",-1,13
"poor",0,9
"other",0,31
"other",0,31
"pos",0,8
"poor",0,13
"other",1,5
"pos",1,1
"pos",1,1
"neg",1,1
"neg",1,1
"other",1,12
"neg",1,0
"neg",1,2
"poor",1,2
"neg",1,3
"pos",1,9
"neg",2,7
"neg",2,10
"neg",2,8
"pos",2,0
"pos",2,0
"neg",2,3
"other",2,5
"pos",2,1
"pos",2,6
"poor",2,6
"poor",2,0
"other",3,4
"other",3,6
"poor",3,5
"neg",3,8
"other",3,6
"other",3,1
"poor",4,1
"neg",4,1
"other",4,4
"neg",4,3
"poor",4,0
"neg",4,3
"pos",4,2
"other",4,34
"pos",5,3
"pos",5,2
"other",6,12
"other",6,37
"poor",6,4
"pos",8,4
"other",8,0
"pos",8,2
"pos",8,0
"pos",9,5
"pos",9,8
"poor",10,2
"poor",10,2
"pos",10,2
"pos",10,1
"other",11,19
"neg",14,6
"neg",15,13
"other",19,6
"other",22,1
"pos",23,6
"pos",24,6
"other",25,8
"pos",31,5
"other",41,8
"other",88,7
"pos",93,16
"pos",93,10
"other",97,3
"pos",104,0
"neg",106,8
"other",115,6
"neg",124,12
"poor",131,5
"pos",161,7
"other",172,2
"pos",281,4
"other",-35,52
"other",-34,7
