"tag","day","rate"
"other",-9,100
"pos",-7,13
"other",-6,10
"other",-1,20
"pos",-1,7
"other",0,38
"pos",0,4
"pos",0,6
"pos",0,7
"poor",0,5
"other",0,5
"pos",0,9
"pos",0,1
"pos",0,6
"pos",1,1
"other",1,4
"poor",1,8
"poor",1,7
"other",1,2
"other",1,15
"pos",1,8
"other",2,14
"pos",2,10
"pos",2,0
"other",2,-10
"other",2,16
"other",2,1
"poor",2,3
"other",2,7
"other",2,9
"pos",2,12
"neg",3,0
"pos",3,14
"neg",3,5
"other",3,2
"other",3,4
"pos",3,9
"other",4,6
"other",4,2
"pos",4,12
"other",4,1
"poor",4,8
"poor",4,19
"poor",4,3
"poor",4,2
"other",4,4
"other",5,18
"other",5,8
"other",5,4
"other",5,8
"other",5,0
"other",5,5
"other",5,8
"poor",5,3
"pos",5,10
"pos",5,0
"other",6,7
"other",6,7
"other",6,0
"other",7,33
"poor",7,9
"other",8,14
"pos",9,1
"pos",9,0
"other",9,29
"other",9,4
"other",9,17
"neg",10,34
"other",10,7
"other",10,3
"other",10,25
"poor",10,3
"pos",10,2
"neg",11,1
"pos",11,3
"other",11,47
"neg",11,7
"other",11,13
"other",11,0
"other",11,6
"neg",13,8
"other",13,4
"pos",13,6
"poor",13,21
"pos",13,7
"poor",16,1
"other",16,21
"pos",17,0
"other",17,29
"other",17,1
"other",17,0
"pos",17,4
"other",17,4
"other",17,4
"other",18,3
"other",18,0
"pos",18,2
"other",18,23
"pos",18,3
"other",19,5
"other",19,22
"pos",20,9
"poor",20,11
"other",20,5
"other",20,5
"other",21,2
"pos",22,0
"pos",24,0
"other",24,3
"poor",24,0
"other",25,10
"poor",26,0
"pos",29,7
"pos",30,1
"poor",30,1
"other",39,11
"other",39,6
"neg",45,0
"other",52,25
"other",53,13
"other",65,8
"other",65,3
"other",72,1
"other",94,11
"other",95,19
"other",100,7
"other",101,8
"pos",108,2
"other",115,0
"pos",118,3
"other",120,10
"pos",123,6
"other",127,2
"other",128,5
"other",164,37
"other",177,2
