"tag","day","rate"
"other",-62,5
"other",-32,4
"other",-23,100
"other",-17,1
"pos",-8,21
"pos",-7,8
"other",-7,4
"other",-6,4
"other",-6,3
"other",-1,37
"pos",0,7
"other",0,12
"pos",0,17
"other",0,9
"pos",0,4
"pos",0,28
"neg",0,10
"pos",0,15
"poor",1,1
"other",1,6
"pos",1,47
"other",1,8
"other",1,3
"pos",1,2
"pos",1,26
"poor",1,5
"other",2,2
"other",2,1
"other",2,57
"pos",3,11
"pos",3,5
"other",3,4
"other",3,32
"neg",3,39
"other",3,12
"other",3,7
"neg",3,17
"other",3,3
"neg",3,27
"pos",3,18
"other",3,1
"other",3,5
"neg",3,21
"neg",4,15
"neg",4,19
"other",4,11
"other",4,18
"neg",4,17
"neg",4,8
"neg",4,11
"neg",4,-10
"neg",4,7
"neg",4,4
"neg",5,25
"neg",5,16
"neg",5,17
"neg",5,8
"neg",6,16
"pos",7,16
"other",7,26
"other",7,46
"pos",7,9
"neg",7,13
"other",8,26
"other",8,32
"pos",8,12
"pos",8,6
"poor",9,0
"pos",9,11
"pos",9,33
"pos",9,15
"other",9,42
"poor",10,16
"other",10,0
"pos",10,4
"pos",10,7
"pos",10,2
"other",11,15
"poor",12,7
"pos",13,9
"poor",13,2
"other",13,17
"other",13,2
"other",14,14
"other",15,9
"other",17,29
"other",18,0
"other",19,9
"pos",20,13
"other",21,56
"pos",25,7
"pos",38,22
"other",45,4
"pos",100,14
"other",100,7
"other",106,3
"other",110,8
"pos",137,16
"other",-199,32
