"tag","day","rate"
"other",-27,0
"other",-19,0
"other",-16,0
"other",-11,34
"other",-11,6
"other",-7,1
"other",-7,4
"other",-6,0
"pos",-5,0
"other",-2,0
"poor",-1,5
"other",0,36
"pos",0,3
"other",1,15
"other",1,32
"other",1,0
"pos",1,14
"neg",1,1
"neg",2,10
"other",2,2
"pos",2,31
"other",2,10
"other",2,1
"other",3,19
"neg",3,9
"pos",4,9
"pos",4,0
"poor",4,0
"pos",5,4
"other",5,18
"other",5,34
"other",6,1
"other",7,3
"other",7,6
"other",8,2
"other",10,8
"other",11,1
"pos",13,4
"other",14,4
"other",17,8
"other",17,0
"other",18,5
"pos",22,3
"other",26,15
"other",134,5
