"tag","day","rate"
"neg",5,-20
"other",5,6
"other",5,7
"other",5,26
"other",5,29
"pos",5,3
"pos",5,19
"pos",5,11
"pos",5,44
"other",5,10
"pos",5,5
"other",5,83
"other",5,15
"pos",5,-20
"other",5,4
"other",5,10
"other",5,10
"pos",5,3
"other",5,21
"pos",5,8
"other",5,11
"other",5,21
"other",6,1
"pos",6,0
"pos",6,32
"pos",6,5
"other",6,12
"pos",6,12
"other",6,39
"neg",6,-40
"neg",6,38
"other",6,8
"neg",6,18
"neg",6,0
"pos",6,13
"other",6,-10
"pos",6,21
"neg",6,-10
"neg",6,6
"neg",6,35
"other",6,8
"neg",6,25
"other",6,24
"other",6,49
"neg",6,48
"pos",7,23
"pos",7,18
"pos",7,18
"other",7,9
"other",7,10
"pos",7,8
"poor",7,100
"poor",7,16
"poor",7,7
"poor",7,11
"poor",7,1
"other",7,29
"other",7,30
"pos",7,18
"pos",7,8
"other",7,19
"other",7,3
"pos",7,5
"other",7,46
"other",7,10
"other",7,17
"pos",7,9
"other",7,4
"other",8,16
"pos",8,6
"pos",8,4
"poor",8,10
"pos",8,100
"pos",8,2
"other",8,2
"pos",8,30
"other",8,5
"other",8,2
"other",8,10
"other",8,9
"pos",8,18
"other",8,27
"pos",8,3
"neg",8,0
"poor",8,4
"other",8,18
"other",8,90
"other",8,1
"other",8,1
"other",8,32
"other",9,42
"other",9,83
"pos",9,0
"other",9,0
"other",9,7
"other",9,7
"other",9,0
"other",9,1
"other",9,34
"other",9,2
"other",9,20
"pos",9,38
"other",9,7
"other",9,14
"pos",9,12
"other",9,15
"pos",9,21
"poor",9,36
"pos",9,11
"other",9,9
"pos",9,73
"other",9,25
"other",9,10
"pos",9,29
"other",9,26
"other",9,18
"other",9,25
"other",9,19
"other",9,17
"neg",9,10
"other",9,5
"other",9,38
"pos",9,5
"pos",9,14
"poor",9,3
"other",9,4
"neg",9,47
"pos",9,9
"other",9,63
"other",9,100
"other",9,7
"other",9,9
"poor",9,5
"other",9,8
"other",10,3
"pos",10,12
"pos",10,13
"other",10,93
"other",10,2
"pos",10,26
"pos",10,7
"other",10,15
"other",10,97
"other",10,17
"pos",10,12
"other",10,27
"other",10,54
"poor",10,9
"pos",10,13
"neg",10,0
"other",10,95
"other",10,6
"other",10,11
"pos",10,2
"other",10,7
"other",10,33
"other",10,43
"pos",11,3
"pos",11,11
"pos",11,34
"poor",11,20
"other",11,87
"other",11,20
"other",11,1
"other",11,7
"pos",11,20
"other",11,32
"other",11,6
"other",11,32
"other",11,100
"pos",11,9
"other",11,0
"pos",11,6
"other",11,7
"other",11,14
"other",11,26
"other",11,36
"other",11,2
"other",11,8
"other",11,52
"pos",11,18
"pos",11,6
"pos",11,23
"pos",11,6
"pos",11,7
"other",11,51
"other",11,16
"other",12,34
"pos",12,5
"pos",12,22
"other",12,-20
"other",12,20
"pos",12,47
"other",12,11
"other",12,9
"other",12,8
"poor",12,56
"poor",12,1
"other",12,17
"poor",12,32
"other",12,10
"other",12,13
"pos",12,30
"poor",12,2
"other",12,95
"other",12,23
"pos",13,7
"neg",13,92
"pos",13,18
"pos",13,22
"pos",13,9
"other",13,100
"pos",13,24
"other",13,28
"pos",13,33
"other",13,9
"pos",13,10
"pos",13,16
"other",13,15
"other",13,13
"other",13,17
"other",14,8
"other",14,43
"other",14,21
"other",14,7
"other",14,77
"other",14,54
"other",14,2
"pos",14,0
"other",14,16
"pos",14,1
"other",14,10
"other",14,0
"pos",14,4
"other",14,16
"other",14,0
"other",14,4
"other",15,24
"pos",15,45
"other",15,12
"pos",15,6
"other",16,0
"other",16,4
"pos",16,12
"other",16,11
"other",16,28
"pos",16,12
"other",16,3
"other",16,24
"pos",16,42
"pos",16,10
"pos",16,5
"other",16,36
"pos",16,24
"neg",17,32
"poor",17,29
"pos",17,0
"pos",17,17
"pos",17,3
"other",17,35
"other",17,2
"other",17,3
"other",17,6
"pos",17,24
"other",17,9
"poor",17,64
"pos",17,5
"pos",17,68
"other",17,2
"pos",17,74
"other",18,10
"pos",18,7
"other",18,2
"other",18,14
"other",18,28
"other",18,3
"other",19,30
"pos",19,1
"poor",19,1
"other",19,4
"other",19,8
"other",19,3
"other",19,0
"pos",19,1
"other",19,32
"poor",19,0
"other",19,24
"other",19,2
"other",20,9
"poor",20,12
"pos",20,4
"neg",20,34
"pos",20,7
"pos",20,2
"other",20,25
"other",20,13
"other",20,4
"other",20,100
"other",20,3
"other",20,19
"pos",20,12
"other",21,0
"other",21,3
"poor",21,25
"poor",21,1
"other",21,12
"other",21,100
"other",21,12
"other",21,7
"other",21,1
"other",21,11
"other",21,11
"other",21,8
"other",21,9
"other",21,6
"other",21,16
"other",22,2
"other",22,7
"pos",22,11
"pos",22,8
"other",22,0
"other",22,8
"other",22,8
"other",23,8
"pos",23,8
"other",23,2
"other",23,65
"other",23,0
"other",23,31
"other",23,3
"other",23,60
"pos",24,1
"pos",24,16
"pos",24,6
"other",24,12
"pos",24,13
"other",24,2
"pos",24,15
"other",24,66
"other",25,1
"other",25,7
"other",25,11
"other",25,7
"pos",25,3
"pos",25,4
"poor",25,10
"pos",25,0
"poor",25,13
"other",25,2
"pos",26,3
"neg",26,100
"other",26,9
"neg",26,0
"other",26,28
"other",26,6
"other",26,1
"other",26,19
"pos",27,6
"pos",27,18
"pos",27,15
"pos",27,17
"other",27,18
"other",28,6
"pos",28,9
"pos",28,19
"other",29,6
"pos",29,6
"other",29,31
"other",29,1
"other",29,4
"neg",30,20
"pos",30,2
"other",31,10
"poor",31,10
"pos",31,4
"neg",32,8
"pos",32,12
"other",32,7
"pos",32,5
"other",32,0
"other",33,12
"other",33,3
"other",33,11
"other",33,-70
"other",34,0
"other",34,3
"other",34,9
"other",35,0
"other",35,47
"other",35,0
"other",36,33
"pos",38,7
"pos",39,3
"other",39,5
"pos",39,13
"poor",40,1
"poor",40,4
"other",41,33
"other",42,3
"other",44,2
"pos",46,14
"other",53,7
"other",57,41
"other",63,3
"other",66,3
"other",89,9
"other",100,32
"poor",101,3
"other",101,21
"other",101,1
"other",101,28
"other",101,7
"other",102,19
"other",102,20
"other",107,7
"other",108,57
"pos",109,3
"other",109,10
"other",109,5
"neg",109,1
"other",110,2
"other",110,3
"other",111,10
"other",112,6
"other",112,13
"other",114,2
"other",114,9
"other",116,6
"other",117,6
"poor",118,16
"pos",118,17
"pos",121,-40
"other",122,9
"poor",133,14
"poor",133,0
"other",140,8
"poor",-224,6
"other",-206,7
"other",-200,3
