"tag","day","rate"
"other",-100,3
"other",-54,0
"pos",-1,5
"pos",0,2
"pos",0,12
"pos",0,12
"pos",0,2
"pos",1,14
"pos",1,2
"pos",1,12
"other",1,16
"pos",1,7
"other",1,22
"other",1,0
"pos",1,4
"pos",1,15
"pos",2,12
"pos",2,2
"pos",2,10
"pos",2,3
"other",2,14
"other",2,52
"other",2,17
"pos",2,2
"other",2,7
"pos",3,5
"pos",3,11
"other",3,8
"pos",3,0
"pos",3,3
"other",3,4
"other",3,9
"other",3,2
"pos",3,3
"other",3,4
"other",3,10
"other",3,26
"pos",3,17
"other",4,7
"pos",4,7
"pos",5,5
"other",5,3
"other",5,7
"pos",5,2
"pos",6,0
"other",7,13
"other",7,10
"other",7,52
"other",7,3
"pos",8,5
"pos",8,5
"poor",8,12
"other",9,0
"other",10,5
"other",11,5
"other",11,2
"other",12,5
"other",12,8
"pos",13,0
"other",14,9
"other",15,13
"other",15,5
"other",17,0
"pos",17,4
"pos",19,2
"pos",21,2
"other",23,3
"neg",24,6
"other",32,10
"pos",36,3
"other",-279,0
"pos",-272,0
"pos",-264,11
