"tag","day","rate"
"other",-208,16
"other",-208,18
"other",-144,17
"other",-99,4
"other",-97,2
"other",-79,4
"other",-67,22
"other",-55,12
"other",-51,10
"pos",-49,7
"other",-48,39
"pos",-46,14
"other",-39,0
"pos",-38,5
"other",-32,3
"pos",-30,11
"other",-29,0
"pos",-20,2
"pos",-15,2
"pos",-15,7
"other",-10,11
"pos",-9,6
"pos",-9,2
"pos",-8,2
"other",-7,3
"pos",-7,33
"pos",-7,19
"pos",-6,6
"pos",-6,21
"other",-6,25
"pos",-6,9
"pos",-6,5
"pos",-6,2
"pos",-5,0
"pos",-5,40
"pos",-5,12
"other",-5,7
"other",-4,6
"pos",-4,5
"pos",-4,5
"other",-4,22
"pos",-3,2
"pos",-3,3
"pos",-3,5
"other",-2,6
"other",-2,1
"pos",-2,6
"pos",0,11
"pos",0,7
"pos",0,5
"pos",0,10
"other",1,-50
"pos",1,8
"pos",1,4
"pos",1,3
"pos",1,36
"pos",2,2
"pos",2,7
"other",2,79
"other",2,15
"other",2,58
"pos",2,9
"other",3,33
"pos",3,2
"other",3,19
"pos",3,9
"other",3,5
"pos",3,23
"other",3,13
"pos",3,3
"pos",3,10
"other",3,30
"other",3,7
"pos",3,32
"other",3,10
"pos",4,4
"pos",4,2
"pos",4,4
"other",4,8
"pos",4,28
"other",4,6
"pos",5,3
"pos",5,58
"pos",5,7
"other",5,1
"other",5,0
"pos",5,7
"other",5,6
"pos",5,15
"neg",6,22
"other",6,13
"pos",6,30
"other",6,8
"pos",6,3
"pos",7,1
"pos",7,6
"pos",7,7
"other",7,3
"poor",7,30
"pos",8,1
"pos",8,2
"other",8,76
"other",8,8
"other",8,57
"neg",8,7
"pos",9,2
"other",9,4
"other",9,1
"pos",9,5
"other",9,0
"other",9,8
"other",9,3
"other",9,3
"other",10,12
"pos",10,6
"other",10,7
"other",10,20
"other",11,3
"other",11,15
"pos",11,10
"poor",12,9
"pos",13,5
"pos",13,16
"pos",14,0
"pos",15,9
"other",15,25
"other",15,10
"other",16,21
"pos",16,24
"pos",16,18
"pos",16,4
"other",17,56
"other",17,0
"pos",17,2
"other",17,50
"pos",17,3
"other",17,52
"other",17,7
"pos",18,19
"other",18,11
"pos",19,5
"pos",19,12
"other",19,3
"pos",19,6
"pos",19,9
"other",19,4
"pos",20,18
"pos",20,7
"pos",20,6
"other",20,3
"pos",21,5
"pos",21,2
"pos",22,12
"pos",22,44
"pos",22,11
"pos",23,4
"pos",24,1
"pos",24,3
"pos",24,4
"other",24,5
"other",25,67
"pos",26,6
"pos",27,9
"other",28,12
"pos",29,3
"pos",29,21
"pos",31,40
"pos",31,1
"other",31,3
"other",32,3
"pos",37,1
"pos",39,1
"pos",44,6
"other",58,7
"other",60,4
"pos",71,6
"pos",80,8
"other",82,9
"pos",84,1
"other",94,16
"other",96,10
"other",107,14
"other",116,11
"pos",121,23
"other",122,6
"neg",127,-40
"other",-208,18
