"tag","day","rate"
"other",-58,17
"other",-55,32
"other",-41,0
"other",-32,1
"other",-26,10
"other",-22,100
"other",-20,0
"other",-19,11
"other",-18,2
"other",-18,0
"other",-15,8
"other",-15,25
"other",-14,33
"other",-13,0
"other",-13,57
"other",-12,23
"other",-9,10
"other",-6,4
"other",-5,1
"other",-5,2
"other",-5,8
"other",-3,52
"other",-2,8
"other",-2,12
"other",-2,6
"other",-2,0
"other",-1,62
"other",-1,2
"poor",-1,25
"pos",-1,19
"other",-1,5
"other",0,4
"other",0,5
"pos",0,4
"other",0,0
"pos",0,28
"other",0,17
"pos",0,12
"other",0,7
"pos",0,12
"pos",0,12
"poor",0,2
"pos",0,36
"other",0,11
"pos",0,12
"poor",0,6
"pos",0,9
"other",0,25
"poor",0,5
"other",0,11
"other",0,5
"poor",1,27
"other",1,15
"poor",1,6
"other",1,30
"poor",1,5
"other",1,5
"other",1,6
"other",1,37
"other",1,8
"poor",1,5
"other",1,14
"pos",1,13
"other",1,2
"other",1,-10
"other",1,20
"other",1,3
"other",1,24
"neg",1,7
"other",1,20
"neg",1,9
"other",1,10
"other",1,2
"other",1,7
"other",1,22
"other",1,0
"neg",2,12
"neg",2,15
"other",2,38
"other",2,14
"other",2,24
"pos",2,66
"other",2,8
"other",2,22
"other",2,17
"poor",2,10
"neg",2,0
"pos",2,3
"other",2,3
"other",2,4
"other",2,4
"pos",2,7
"other",2,8
"other",2,17
"pos",2,5
"other",3,17
"pos",3,-10
"other",3,-20
"pos",3,12
"other",3,30
"pos",3,27
"poor",3,1
"other",3,1
"other",3,0
"other",3,59
"other",3,6
"other",3,19
"pos",3,5
"other",3,2
"other",3,6
"other",3,2
"other",3,12
"neg",3,0
"poor",3,11
"other",3,0
"neg",4,18
"other",4,1
"other",4,23
"other",4,7
"other",4,6
"pos",4,6
"other",4,6
"other",4,6
"other",4,13
"other",4,15
"other",4,7
"other",4,3
"pos",4,4
"other",4,7
"other",4,6
"other",4,1
"other",4,37
"poor",4,0
"other",4,3
"other",4,44
"poor",4,4
"other",4,4
"other",4,47
"other",5,9
"other",5,1
"poor",5,12
"pos",5,6
"other",5,4
"other",5,3
"poor",5,8
"other",5,1
"other",5,3
"other",5,8
"other",5,12
"pos",5,80
"pos",5,3
"other",5,8
"pos",5,7
"pos",5,13
"other",5,6
"other",5,1
"other",5,11
"pos",6,5
"other",6,7
"other",6,0
"other",6,6
"other",6,12
"other",6,2
"other",6,1
"other",6,11
"poor",6,30
"other",6,30
"other",6,8
"pos",6,20
"pos",6,26
"poor",6,9
"poor",6,4
"other",6,4
"poor",6,8
"poor",6,0
"neg",6,-30
"other",6,49
"other",6,5
"other",7,5
"other",7,0
"other",7,1
"other",7,5
"other",7,3
"other",7,3
"other",7,8
"other",7,4
"other",7,66
"other",7,3
"pos",7,3
"other",7,8
"other",7,33
"other",7,36
"other",7,0
"other",8,29
"pos",8,4
"other",8,10
"other",8,-10
"other",8,5
"other",8,2
"pos",8,4
"pos",8,5
"other",8,2
"other",8,2
"poor",8,9
"other",8,6
"other",9,14
"other",9,3
"other",9,2
"pos",9,27
"other",9,17
"poor",9,0
"pos",9,0
"other",9,9
"other",9,18
"other",9,4
"other",10,0
"neg",10,79
"other",10,15
"pos",10,3
"other",10,4
"pos",10,18
"neg",10,9
"pos",10,0
"other",10,7
"other",10,7
"neg",10,48
"other",10,7
"neg",10,-20
"other",10,7
"other",11,9
"other",11,19
"neg",11,33
"other",11,14
"other",11,1
"other",11,50
"other",11,-70
"other",11,8
"pos",11,4
"pos",11,4
"other",11,0
"other",11,0
"poor",11,2
"pos",11,8
"pos",11,1
"other",11,14
"poor",11,3
"other",12,3
"pos",12,35
"poor",12,15
"poor",12,13
"other",12,5
"other",12,8
"other",12,0
"other",12,6
"other",12,1
"other",12,10
"other",12,2
"pos",13,0
"other",13,2
"other",13,6
"neg",13,0
"other",14,13
"other",14,3
"other",14,7
"other",14,11
"other",15,10
"pos",15,2
"other",15,2
"pos",16,8
"pos",16,0
"other",17,11
"other",17,-20
"poor",18,7
"poor",18,3
"other",19,20
"other",19,22
"other",19,0
"other",20,20
"other",20,3
"other",20,10
"other",20,7
"other",22,6
"other",23,8
"other",23,2
"other",23,19
"other",23,0
"other",24,3
"other",24,1
"other",25,83
"other",25,7
"other",25,44
"other",26,7
"other",26,0
"other",29,22
"neg",29,9
"other",30,5
"other",38,0
"other",45,5
"pos",46,3
"other",50,67
"neg",53,31
"pos",57,1
"other",63,5
"other",66,55
"other",73,5
"other",75,19
"other",85,40
"other",122,3
"other",125,10
"other",127,3
"other",127,25
"other",137,15
"other",137,9
"other",139,5
"other",145,10
"other",146,8
"other",176,60
"other",176,7
"other",180,33
"other",180,30
"other",184,3
"other",192,14
"other",194,8
"other",199,0
"other",210,3
"other",230,32
"other",249,13
"other",252,1
"other",270,0
"other",-74,17
"other",-64,7
