"tag","day","rate"
"other",-115,57
"other",-54,7
"other",-42,17
"other",-42,19
"other",-38,14
"other",-19,17
"other",-13,100
"other",-12,2
"other",-8,12
"pos",-7,32
"pos",-7,4
"other",-6,7
"other",-6,31
"other",-1,7
"poor",-1,7
"other",-1,9
"pos",-1,8
"poor",-1,6
"pos",-1,13
"other",0,4
"other",0,14
"pos",0,14
"poor",0,5
"pos",0,5
"pos",0,3
"pos",0,15
"pos",0,5
"other",0,8
"other",0,5
"other",0,24
"other",0,3
"pos",0,32
"pos",0,14
"other",0,6
"pos",1,4
"pos",1,5
"other",1,27
"pos",1,12
"pos",1,1
"pos",1,10
"pos",1,4
"pos",1,11
"pos",1,3
"poor",1,3
"pos",1,1
"other",1,5
"pos",1,0
"pos",1,11
"pos",1,4
"pos",1,0
"pos",1,1
"other",1,7
"pos",1,4
"pos",1,17
"other",1,0
"other",1,13
"other",2,7
"other",2,7
"other",2,13
"other",2,8
"other",2,3
"other",2,8
"poor",2,0
"other",2,0
"pos",2,7
"other",2,44
"other",2,7
"other",2,0
"other",2,3
"poor",2,4
"other",2,10
"other",2,1
"other",2,1
"other",2,4
"other",2,2
"pos",2,14
"other",3,24
"other",3,3
"pos",3,26
"other",3,34
"pos",3,10
"other",3,2
"pos",3,7
"other",3,2
"pos",3,0
"other",3,23
"pos",3,4
"other",3,2
"other",3,3
"pos",3,3
"other",3,20
"other",3,21
"pos",3,1
"other",3,6
"poor",3,52
"other",3,9
"poor",3,2
"other",3,2
"other",3,19
"other",4,3
"other",4,0
"other",4,5
"neg",4,0
"poor",4,44
"pos",4,7
"pos",4,4
"other",4,7
"poor",4,0
"other",4,12
"other",4,21
"other",4,12
"other",5,14
"poor",5,13
"other",5,7
"pos",5,20
"other",5,7
"other",5,50
"pos",6,0
"pos",6,0
"other",6,6
"other",6,2
"other",6,7
"other",6,5
"pos",6,5
"other",6,5
"other",7,8
"other",7,27
"pos",7,0
"pos",7,0
"pos",7,6
"other",7,10
"other",8,9
"other",8,0
"other",8,2
"other",8,30
"other",8,4
"pos",8,3
"other",8,11
"other",8,26
"pos",9,4
"neg",9,5
"other",9,7
"other",9,3
"other",9,7
"other",9,28
"other",9,42
"pos",9,6
"pos",9,4
"pos",9,0
"other",9,3
"pos",9,3
"other",10,27
"other",10,14
"pos",10,0
"pos",10,2
"pos",10,3
"pos",10,6
"pos",10,4
"other",11,10
"pos",11,5
"other",11,17
"other",12,10
"pos",12,2
"other",12,8
"pos",12,0
"other",12,53
"pos",12,6
"other",12,4
"other",12,6
"other",13,11
"other",13,5
"pos",13,5
"pos",14,3
"other",14,2
"other",15,6
"other",15,0
"other",16,16
"other",16,6
"other",17,3
"other",17,4
"other",22,52
"pos",22,5
"other",24,7
"other",24,24
"other",25,7
"other",27,11
"other",27,0
"other",43,0
"other",49,4
"other",80,3
"other",89,10
"other",-266,5
"poor",-250,16
"other",-245,12
