"tag","day","rate"
"other",-205,19
"other",-173,34
"other",-171,7
"other",-159,0
"other",-91,16
"other",-89,12
"other",-70,1
"other",-41,33
"other",-40,0
"other",-35,0
"other",-17,0
"other",-9,1
"other",-7,9
"other",-7,100
"other",-4,14
"pos",-3,8
"poor",-2,7
"poor",-2,16
"pos",-1,8
"other",0,12
"pos",0,5
"other",0,11
"other",0,31
"other",0,5
"neg",0,6
"neg",1,8
"pos",1,6
"pos",1,17
"other",1,4
"other",1,15
"poor",1,16
"other",1,1
"pos",2,9
"other",2,2
"poor",2,3
"pos",2,10
"neg",2,25
"other",2,17
"other",3,67
"pos",3,12
"neg",3,20
"neg",3,3
"pos",3,6
"other",3,1
"pos",4,8
"pos",4,11
"other",4,6
"other",4,4
"neg",4,9
"other",4,14
"other",5,12
"poor",5,8
"neg",6,6
"other",6,7
"pos",6,15
"poor",6,7
"other",6,19
"poor",7,1
"neg",7,7
"other",7,16
"neg",7,3
"pos",7,2
"pos",7,0
"neg",7,9
"other",8,9
"other",8,7
"other",8,2
"other",8,3
"other",8,2
"pos",8,5
"pos",8,0
"pos",8,11
"other",9,13
"pos",9,4
"pos",9,7
"pos",9,4
"pos",10,2
"other",10,8
"pos",10,6
"poor",11,6
"other",11,4
"other",12,9
"pos",12,3
"pos",12,4
"pos",13,2
"other",14,1
"pos",14,9
"other",16,2
"other",17,6
"poor",20,4
"other",23,19
"other",24,0
