"tag","day","rate"
"other",-97,17
"other",-79,39
"other",-60,4
"other",-59,17
"other",-51,1
"other",-47,2
"other",-46,5
"other",-44,24
"pos",-43,3
"other",-37,2
"other",-34,10
"other",-17,8
"pos",-17,5
"pos",-17,7
"other",-15,0
"pos",-14,0
"other",-14,0
"pos",-13,1
"other",-12,7
"other",-11,4
"pos",-2,5
"pos",-1,5
"other",-1,7
"other",0,12
"pos",0,3
"pos",0,1
"other",0,18
"other",0,6
"other",0,30
"other",0,0
"pos",0,4
"other",0,20
"other",0,6
"neg",1,22
"pos",1,5
"other",1,12
"poor",1,13
"other",1,16
"other",1,6
"pos",1,5
"other",1,6
"pos",1,28
"other",1,5
"pos",1,2
"other",2,10
"pos",2,7
"other",2,3
"pos",3,3
"neg",3,20
"pos",3,24
"pos",3,8
"poor",3,23
"pos",3,0
"pos",4,7
"pos",4,3
"poor",4,2
"neg",4,0
"neg",4,30
"neg",4,1
"pos",4,1
"pos",4,7
"pos",5,0
"neg",5,32
"other",5,4
"poor",5,2
"pos",6,10
"pos",6,2
"pos",6,2
"pos",7,11
"pos",7,0
"pos",7,4
"neg",8,6
"poor",8,10
"pos",8,1
"pos",8,9
"pos",9,1
"other",10,1
"poor",10,0
"other",10,24
"neg",11,17
"neg",11,0
"other",11,11
"neg",11,5
"neg",11,8
"other",11,8
"other",12,0
"other",12,12
"other",12,0
"pos",12,7
"other",15,0
"pos",15,5
"pos",17,14
"other",18,6
"pos",18,3
"other",19,13
"other",19,14
"other",19,13
"pos",20,4
"other",21,2
"other",21,2
"pos",22,2
"other",26,0
"other",34,0
"pos",44,11
"pos",58,0
"other",59,0
"other",63,2
"pos",71,0
"other",74,1
"other",86,13
"other",91,9
"poor",93,5
"other",105,7
"other",112,18
"other",112,4
"other",113,1
"pos",122,9
"neg",-232,21
"other",-231,7
"other",-230,5
"other",-229,4
"other",-228,8
"other",-213,0
