"title","author","date","response"
"675","[請益] 痞子2和飢餓遊戲3有DVD可以租了嗎?","leegogo"," 1/12","4"
"895","[討論] 飢餓遊戲 自由幻夢結尾","strike1025"," 1/16","3"
"1427","[新聞] 2014年美國最高票房電影 飢餓遊戲3險勝","XDGEE"," 1/24","17"
"2481","[普雷] 飢餓遊戲：自由幻夢 (有雷)","walkingwh"," 2/10","1"
"2868","[請益] 飢餓遊戲2","CEVBAYNTH"," 2/16","4"
"3115","[請益] 飢餓遊戲2 沒看過1","HsuGod"," 2/19","14"
"4045","[片單] 類似飢餓遊戲的電影","piah6895566"," 3/03","34"
"4809","[翻譯] 電影老實說 -《飢餓遊戲：自由幻夢Ｉ》","SetsunaLeo"," 3/16","21"
"4979","[請益] 飢餓遊戲三中的玫瑰及一些問題","annie588670"," 3/20","10"
"10291","[情報] 飢餓遊戲最終回預告 ","kizuki0315"," 6/10","39"
"10312","Re: [情報] 飢餓遊戲最終回預告 ","look1225"," 6/10",""
"10345","[情報] 飢餓遊戲3：自由幻夢II 中文預告","system303179"," 6/10","12"
"12157","[新聞] 「飢餓遊戲」海報曝光 小珍妮佛變關公","chandler0419"," 7/08","9"
"13255","[討論] 「飢餓遊戲：自由幻夢II」最新預告","beckseaton"," 7/23","18"
"13322","[情報] 飢餓遊戲3：自由幻夢II 第二支中文預告","system303179"," 7/24","17"
"13588","[討論] 飢餓遊戲沒看小說的人","asd840721"," 7/29","31"
"15126","[情報] 飢餓遊戲：自由幻夢 最終章 正式版預告","colorboxs"," 8/18","14"
"19020","[新聞] 飢餓遊戲 最終章 正式版預告第二部","brian790916","10/07","9"
"19085","[新聞] 《飢餓遊戲最終章》預告曝光　小珍妮佛","fireguard119","10/08",""
"20806","[新聞] 系列最佳《飢餓遊戲》好評出爐！","Carter8123","11/05","34"
"20908","[贈票] 免費看《飢餓遊戲：自由幻夢 終結戰》","epmt","11/06",""
"21060","[請益] 飢餓遊戲自由幻夢下集能期待嗎？","pc38","11/08","53"
"21405","[專欄] 幕前幕後兩三事：《飢餓遊戲》（2012） ","XXYXXY","11/15","4"
"21549","[新聞] 飢餓遊戲最終章本週上映 料創票房佳績","iam168888888","11/17","2"
"21679","[無雷] 飢餓遊戲自由幻夢（下）簡短心得","luvshiou","11/19","2"
"21682","[討論] 飢餓遊戲:自由幻夢的預告片","waymayday","11/19",""
"21705","[討論] 飢餓遊戲與大逃殺的「電影」架構比較","ck0413","11/20","7"
"21718","[有雷] 飢餓遊戲 自由幻夢終結戰","tina510599","11/20","15"
"21721","[好雷] 嗑電影：飢餓遊戲：自由幻夢2","gys2","11/20","14"
"21722","[好雷] 飢餓遊戲:自由幻夢最終章-遊戲不曾停止 ","silendy","11/20","29"
"21725","[好雷] 飢餓遊戲:最終章 戰爭的沉重","walterDing","11/20","1"
"21731","[請益] 飢餓遊戲有必要看4DX嗎","london5244","11/20","3"
"21733","[好雷] 飢餓遊戲：自由幻夢 終結戰","peter080845","11/20","7"
"21736","[  雷] 飢餓遊戲看完心得","richer23","11/20","4"
"21742","[普雷]《飢餓遊戲：自由幻夢 終結戰》 ","m19871006","11/20","7"
"21743","[好雷] 飢餓遊戲/沉默的雙眼 (無雷)","osair","11/20","3"
"21744","[好雷] 飢餓遊戲:自由幻夢II","arinaluo","11/20","15"
"21762","Re: [普雷]《飢餓遊戲：自由幻夢 終結戰》 ","ji32k7a8u8","11/20","10"
"21767","[負無雷] 飢餓遊戲到底是什麼片!?","martian117","11/21","22"
"21771","[普雷] 飢餓遊戲III-Part2","Emerson158","11/21","1"
"21778","[好雷] 飢餓遊戲-自由幻夢II","wytra","11/21","28"
"21780","[普雷]最後一集要有始有終[飢餓遊戲3 最終回] ","dreamboyken","11/21",""
"21781","[ 蠻好雷] 飢餓遊戲-自由幻夢part II","pp810207","11/21","8"
"21802","[請益] 飢餓遊戲 自由幻夢 PART 2 裡面的對白","vito1682009","11/21","5"
"21809","[請益] 沒看過飢餓遊戲..","meowde","11/21","12"
"21810","[大惡雷] 飢餓遊戲 自由幻夢 PART 2","matlabking","11/21","18"
"21813","Re: [請益] 沒看過飢餓遊戲..","oloininder","11/21","15"
"21819","Re: [  雷] 飢餓遊戲看完心得","NYWANG5566VI","11/21","X3"
"21820","[無雷] 飢餓遊戲","pbwang1203","11/21","5"
"21832","Re: [大惡雷] 飢餓遊戲 自由幻夢 PART 2","ttjbus010061","11/22","8"
"21833","[普雷] 現實社會粗略縮影《飢餓遊戲：自由幻夢","Carter8123","11/22","8"
"21836","[討論] 飢餓遊戲：自由幻夢，人物","venusscar","11/22","13"
"21840","飢餓遊戲自由幻夢part2 望穿秋水，世界非你期盼","blairrajarm","11/22","8"
"21845","[負雷] 被一堆超近特寫切割開的飢餓遊戲完結篇","jojojo","11/22","23"
"21852","[選片]  危機女王 & 飢餓遊戲終章","WTF5566","11/22","11"
"21858","[專欄] 幕前幕後兩三事：飢餓遊戲2：星火燎原 ","XXYXXY","11/22","6"
"21878","[Live] 飢餓遊戲：自由幻夢I  @星星臺首播2100","pttnowash","11/22","91"
"21896","[好雷] 飢餓遊戲3-2 ","crimson11","11/22","6"
"21898","[普好雷]飢餓遊戲--自由幻夢II ","weienyu","11/22","1"
"21904","[請益] 飢餓遊戲3-2小問題","Kai1216","11/23","4"
"21911","[負雷] 飢餓遊戲...看完肚子真的滿餓的","surnameada","11/23","X1"
"21912","[ 普雷] 飢餓遊戲3 part 2,前後不搭的系列作品","vhygdih","11/23","3"
"21915","[好雷] 飢餓遊戲 自由幻夢II","MasterHsieh","11/23","14"
"21918"," [普雷] 飢餓遊戲3 終結戰","StarLeauge","11/23","5"
"21938","[好雷] 飢餓遊戲最終回 ","takuminauki","11/23","8"
"21950","[普雷] 飢餓遊戲：自由幻夢II  ","edison1983","11/23","4"
"21966","[請益] 飢餓遊戲 最終戰 為什麼____會在那邊？","tennishot","11/24","2"
"21967","Re: [請益有雷] 飢餓遊戲 最終戰 為什麼小櫻會在那邊？","Dong0129","11/24","7"
"21971","[普雷] 飢餓遊戲最終回+看電影的禮貌 ","Eva0413","11/24","8"
"21972","[好雷] 飢餓遊戲：自由幻夢終結戰與政治現實","wil891607","11/24","3"
"21976","[好雷] 飢餓遊戲三-終結戰","pikapika425","11/24","2"
"21981","[好雷] 飢餓遊戲：自由幻夢終結戰","jygiant0330","11/24","7"
