"title","author","date","response"
"993","[請益] 熊麻吉、驚天動地60秒角色","ggyy744"," 1/17","3"
"1755","[討論] 「熊麻吉2」首支預告上線","beckseaton"," 1/30","67"
"1817","[新聞] 「熊麻吉2」求子大作戰？","sony577"," 1/31","7"
"1984","[討論] 「熊麻吉2」&「分歧者2」新預告","beckseaton"," 2/02","21"
"2795","[請益] 熊麻吉片中的日語","Skynet"," 2/15","4"
"3660","[討論] 熊麻吉","Dcwei"," 2/26","2"
"7516","[討論] 熊麻吉2 最新預告","jpopgirl"," 4/28","32"
"7912","Re: [討論] 熊麻吉","verybiggun"," 5/04",""
"7957","[請益] 熊麻吉為什麼會紅？","danielwu13"," 5/05","33"
"7963","Re: [請益] 熊麻吉為什麼會紅？","zien0223"," 5/05","9"
"9883","[討論] 「熊麻吉2」最新預告","beckseaton"," 6/03","8"
"10503","[贈票] 【熊麻吉2】台北特映搶先看","cecilia1220"," 6/12","爆"
"11112","[新聞]「熊麻吉2」、「Open!Open!」比萌 笑果大不同","sony577"," 6/20","1"
"11368","[無雷] 熊麻吉2 簡短心得","Swaris"," 6/24","14"
"11370","[好雷]熊麻吉2 ","Theoldage"," 6/24","1"
"11388","[有雷]《熊麻吉2》，一輩子的雷雷夥伴。","a122239"," 6/24","3"
"11407","[好雷] 熊麻吉2 爆笑中充滿哲思 如何成為人？","df41022"," 6/25","10"
"11429","[普雷] 熊麻吉2","psyche0"," 6/25","2"
"11431","[請益]熊麻吉2的配樂","Georgebuy"," 6/25","2"
"11436","[好雷] 熊麻吉2","arsl400"," 6/25","27"
"11440","[好雷] 熊麻吉2~一輩子的髒髒好夥伴~ ","tsukachan"," 6/25","7"
"11447","[新聞] 「熊麻吉2」亞曼達耍寶 連恩尼遜也搞笑","sony577"," 6/25","4"
"11450","[普雷] 熊麻吉 2 ","kutkin"," 6/25","18"
"11460","[請益] 熊麻吉是不是有段預告被剪","DTbazz"," 6/25","18"
"11479","[普好雷] 熊麻吉 2 Ted 2","shaiker"," 6/26","14"
"11514","[請益] 熊麻吉2裡面的某大學梗?","yi0129"," 6/26","8"
"11527","[  雷] 熊麻吉2","Sam0907"," 6/27","23"
"11534","[請益] 熊麻吉2的劇情(內有雷)","wing60313"," 6/27",""
"11536","[  雷] 熊麻吉 2 一些彩蛋（有片尾彩蛋！）","CHANNELV"," 6/27","57"
"11558","[好雷] 熊麻吉2 ","m19871006"," 6/27","3"
"11568","[普雷] 熊麻吉2","pyhsi"," 6/28","31"
"11576","[好雷] 不雷雷的雷雷夥伴──熊麻吉2","EricCat"," 6/28","3"
"11580","Re: [好雷] 熊麻吉2 ","evilraistlin"," 6/28","3"
"11600","Re: [好雷] 熊麻吉2","Adonisy"," 6/28",""
"11605","[討論] 熊麻吉的一個bug","macassans"," 6/29","20"
"11609","[好雷] 熊麻吉..粗俗機車的好笑","profound"," 6/29","2"
"11621","[選片] 熊麻吉.大明星小跟班","puffy7575"," 6/29","13"
"11634","[普雷] 熊麻吉2  ","xm4t86"," 6/29","X1"
"11648","[新聞] 熊麻吉2軟綿綿 票房輸侏羅紀世界","iam168888888"," 6/29","34"
"11671","[請益] 熊麻吉2摩根費里曼的一句台詞","mimi8598"," 6/30","18"
"11673","[新聞] 「侏羅紀」續霸台美票房 「熊麻吉」緊追","lpbrother"," 6/30","2"
"11676","[請益] 熊麻吉Amanda唱的那首歌","GOODDOG5566"," 6/30","4"
"11683","[無雷] 熊麻吉2 資深影迷看笑點加乘 ","puffy7575"," 6/30","10"
"11684","[好雷]熊麻吉2 ","satoyama"," 6/30","2"
"11691","[好雷] 熊麻吉2 ","ckshchen"," 6/30","17"
"11699","[選片] 熊麻吉 vs. 侏儸紀公園","cherryhun"," 6/30","23"
"11727","[負雷] 熊麻吉2","eagleleo"," 7/01","46"
"11739","Fw: [新聞] 客串熊麻吉搞笑 他是明星四分衛布雷迪","qweewqq"," 7/01","4"
"11740","[選片]  熊麻吉和侏羅紀世界哪一部好","asd5111"," 7/01","38"
"11761","[負雷]  熊麻吉2真的很難笑","Aniseorita"," 7/02","20"
"11764","Re: [負雷]  熊麻吉2真的很難笑","Emerson158"," 7/02","7"
"11767","Re: [負雷]  熊麻吉2真的很難笑","whitestripe"," 7/02","10"
"11770","Re: [負雷]  熊麻吉2真的很難笑","vi5279"," 7/02","13"
"11780","Re: [負雷]  熊麻吉2真的很難笑","hu"," 7/02","1"
"11787","Re: [負雷]  熊麻吉2真的很難笑","Adonisy"," 7/02","3"
"11789","[無雷] 熊麻吉2之適合觀眾","pttpepe"," 7/02","11"
"11793","Re: [負雷]  熊麻吉2真的很難笑","limphead"," 7/02","1"
"11801","Re: [負雷]  熊麻吉2真的很難笑","ckshchen"," 7/02","7"
"11808","Re: [普好雷]  熊麻吉2真的很難笑","smileray"," 7/02","3"
"11819","Re: [普好雷]  熊麻吉2真的很難笑","colchi"," 7/02","5"
"11824","[討論] 熊麻吉2 連恩尼遜的梗是?","secstomars"," 7/02","9"
"11854","Re: [普好雷]  熊麻吉2真的很難笑","daryl051892"," 7/03","4"
"11886","Re: [普好雷]  熊麻吉2真的很難笑","sandy350"," 7/03","6"
"11895","[選片] 熊麻吉2 v.s. 魔鬼終結者:創世契機","Apr0"," 7/03",""
"11901","[選片] 想輕鬆選麥克XXL或熊麻吉2呢","r03636018"," 7/03","27"
"11921","Re: [討論] 熊麻吉2 連恩尼遜的梗是?","loneblackcat"," 7/04","2"
"11925","[選片] 柯南 / 熊麻吉2","beveragesman"," 7/04","15"
"11929","Re: [討論] 熊麻吉2 連恩尼遜的梗是?","alivereason"," 7/04","3"
