"title","author","date","response"
"6435","[新聞] 我的少女時代 陳玉珊初執導演筒","iam168888888"," 4/13","6"
"10016","[新聞] 曲家瑞搞笑 客串「我的少女時代」","sony577"," 6/05",""
"11831","[新聞] 劉德華再演國片《我的少女時代》 加碼出","iam168888888"," 7/02","6"
"13002","[新聞] 劉德華特別演出 我的少女時代星光破表","iam168888888"," 7/19","4"
"13310","[贈票] 劉德華特別演出◎《我的少女時代》特映","epmt"," 7/24","3"
"13480","[微雷]  《我的少女時代》，試片小記","EricCat"," 7/27","6"
"13489","[超好雷](有防雷頁)我的少女時代笑淚交織 ","tigertimmy"," 7/27","5"
"13502","[新聞] 我的少女時代 重現90年代校園光景","iam168888888"," 7/27",""
"13681","[贈票] 【我的少女時代】台北試片會","Anero"," 7/30","爆"
"13958","Re: [贈票] 【我的少女時代】台北試片會","Anero"," 8/03","17"
"13998","[影評] 藍祖蔚老師評【我的少女時代】(有雷) ","Anero"," 8/04",""
"14189","[好雷] 激似但更好,我的少女時代pk初戀那件小事","mms2005"," 8/07","21"
"14197","[無雷] 我的少女時代  大推阿","bbup"," 8/07","26"
"14217","[超好雷]笑看時代的眼淚 《我的少女時代》","sssting"," 8/07","34"
"14279","[好無雷]我的少女時代~非常推 ","hatayo"," 8/08","20"
"14289","[好雷]我的少女時代，別只看海報跟片名啊！ ","PG0123"," 8/08","16"
"14308","[選片] 蟻人 vs 我的少女時代","j02091998"," 8/08","53"
"14312","[好雷]《我的少女時代》：青春少女學 ","dilovewia"," 8/08","3"
"14315","[選片] 我的少女時代 VS 醉生夢死","wenjames"," 8/08","28"
"14339","[好雷] 我的少女時代 - 令人服氣","ling30113"," 8/08","24"
"14368","[請益] 我的少女時代裡林真心的髮型變化（微雷）","roach1971"," 8/09","12"
"14387","[選片] 腦筋急轉彎VS破風VS我的少女時代","iwillido"," 8/09","79"
"14390","[討論] 我的少女時代的年代設定？（有雷）","yi0129"," 8/09","23"
"14400","[好雷] 我的少女時代 被田馥甄推坑(有劇情)","soulsearch"," 8/09","27"
"14405","[ 好雷] 我的少女時代簡短心得","rs23234"," 8/09","16"
"14411","[請益] 我的少女時代裡的道具","swardwind"," 8/09","9"
"14412","[好雷] 有歡笑有淚水我的少女時代 ","valenlarsson"," 8/09","7"
"14414","[心得] 我的少女時代","mlblack46"," 8/09","19"
"14417","[超好雷]我的少女時代，最美的青春回憶","sherry1991"," 8/09","42"
"14428","[好雷] 我的少女時代","PaganTsai"," 8/10","14"
"14450","[好雷] 我的少女時代 ","redhorse"," 8/10","8"
"14459","[大好雷] 我的少女時代 Our Time","lanpaopao"," 8/10","20"
"14461","[討論] 我的少女時代在台港票房能贏那些年嗎？","yi0129"," 8/10","43"
"14474","[請益] 我的少女時代 PTT鄉民場 導演/演員答客問","Anero"," 8/10","27"
"14475","[好雷]《我的少女時代》寫滿百事可樂的紀念冊.. ","ash1118"," 8/10","7"
"14481","[好雷]我的少女時代，非少女一樣可看！ ","SUMMERMAN"," 8/10","9"
"14503","[  好雷] 再見，我的少女時代","anna781016"," 8/10","14"
"14512","[大好雷] 我的少女時代","sunsirr"," 8/10","20"
"14542","[新聞] 我的少女時代 強風中賣破五百萬 一致好評","foedoo"," 8/11","29"
"14629","[選片] 紳士密令or我的少女時代","yinyin0126"," 8/12","37"
"14635","[好看推薦] 我的少女時代 Our Times","cyan09"," 8/13","29"
"14654","[討論] 我的少女時代片尾部分(有雷)","toaperion"," 8/13","21"
"14658","[好雷] 我的少女時代~獻給我們曾經付出過的真心~","tsukachan"," 8/13","20"
"14665","[好雷] 我的少女時代，還給女孩憧憬和夢想的電影","hsulunlee"," 8/13","22"
"14674","[討論] 我的少女時代的評價?","LOVEMOON3427"," 8/13","99"
"14676","Re: [選片] 紳士密令or我的少女時代","balahaha"," 8/13","9"
"14690","[贈票] 我的少女時代(送出)","ity"," 8/13","13"
"14701","[請益] 我的少女時代陳喬恩說的台詞","kid7963"," 8/13","2"
"14704","[討論] 我的少女時代~幸運信問題","jordan00497"," 8/13","9"
"14706","[好無雷]我的少女時代-如果你還在觀望要不要看","mpeg"," 8/13","5"
"14708","[好雷] 《我的少女時代》，向曾經有過的青春致敬","a122239"," 8/13","11"
"14709","Re: [討論] 我的少女時代~幸運信問題","VVVV5555"," 8/14",""
"14711","[普雷] 我的少女時代 ","skylion"," 8/14","10"
"14715","[好雷] 我的少女時代 獻給平凡少女們","redpoppy"," 8/14","7"
"14717","[好雷]我的少女時代 (內文有雷)","gn01398532"," 8/14","8"
"14721","[請益] 我的少女時代 配樂","sqrt1089"," 8/14","6"
"14725","[小負雷] 我的少女時代","toyakoyosu"," 8/14","19"
"14729","Re: [討論] 我的少女時代~幸運信問題","waisly"," 8/14","11"
"14733","Re: [普雷] 我的少女時代 ","mikiup0321"," 8/14","10"
"14737","[好雷]回憶復刻時光機-我的少女時代 ","shuanvivi"," 8/14","8"
"14739","[好雷] 我的少女時代- 謝謝你，出現在我的青春裡","VCube"," 8/14","39"
"14747","[問片] 69年次男性看我的少女時代會有感嗎？","AkihisaYoshi"," 8/14","23"
"14760","[ 普好雷]我的少女時代 ","pennylook"," 8/14","25"
"14761","[新聞] 我的少女時代破紀錄　開片擊敗好萊塢","maxw1102"," 8/14","50"
"14767","[  好雷] 我的少女時代","kaviva"," 8/14","9"
"14768","Re: [小負雷] 我的少女時代","mikiup0321"," 8/14","26"
"14771","[請益] 我的少女時代適合帶曖昧的人去看嗎？","iamthree"," 8/14","10"
"14783","[請益] 我的少女時代 回收筒名稱","cowardlyman"," 8/14","6"
"14794","[請益] 我的少女時代一段台詞","MOMOKUAN"," 8/14","5"
"14822","[好雷] 我的少女時代 ","ckshchen"," 8/15","20"
"14825","[好雷]我的少女時代-謝謝你，青春 ","jammmielin"," 8/15","2"
"14827","[好雷] 《我的少女時代》裡的記憶凹槽","garyne"," 8/15","15"
"14829","[好雷] 我的少女時代 -演員表現排名","cappa"," 8/15","31"
"14830","[好雷] 我的少女時代","eyooo"," 8/15","5"
"14843","[選片] 我的少女時代、腦筋急轉彎和紳士密令","guitarist82"," 8/15","57"
"14844","[好雷] 我的少女時代 It is Our Time","za9865"," 8/15","36"
"14848","[討論] 「我的少女時代」道具場景整理 (有雷)","maxw1102"," 8/15","16"
"14855","[好無雷] 我的少女時代 - 大男人看到掉淚 ","TKforever"," 8/15","8"
"14857","[新聞] 女版那些年「我的少女時代」2天破2500萬","maxw1102"," 8/15","29"
"14867","[普好雷] 我的少女時代","sinomin"," 8/15","15"
"14869","[好無雷]我的少女時代 角色一問 ","okoookkk"," 8/15","2"
"14871","[好雷]我的少女時代：謝謝你出現在我的青春裡。 ","Titac"," 8/15","19"
"14874","[好雷] 以為是爛片的我的少女時代","r780224"," 8/15","30"
"14881","[ 好 雷] 我的少女時代，用糖漿包裝的嗎啡","kuja"," 8/16",""
"14884","[普雷]我的少女時代 小肥宅觀後感 ","gluccvidog"," 8/16","1"
"14886","[好雷]我的少女時代：初戀這件小事","tftt"," 8/16","15"
"14887","[雷] 我的少女時代好像初戀這件小事","ayase707"," 8/16","14"
"14888","[好雷] 我的少女時代 二刷 有劇情","soulsearch"," 8/16","22"
"14891","[好雷]2刷-喜歡的場景/畫面/台詞精選-我的少女時代(有雷)","shuanvivi"," 8/16","47"
"14904","Re: [雷] 我的少女時代好像初戀這件小事","GDH0088"," 8/16","9"
"14911","[好雷] 我的少女時代","nayaciou"," 8/16","24"
"14932","[微負雷] 我的少女時代","daniel890503"," 8/16","54"
"14933","[選片] 紳士密令，破風還是我的少女時代","rayi0327"," 8/16","12"
"14935","[選片] 我的少女時代 進擊的巨人","sevse"," 8/16","33"
"14938","Re: [雷] 我的少女時代好像初戀這件小事","leamie"," 8/16","7"
"14945","[討論] 看完我的少女時代","best88077"," 8/16","10"
"14947","[有雷好評] 我的少女時代","han224"," 8/16","5"
"14957","[討論] 我的少女時代 這個片名","beveragesman"," 8/16","19"
"14959","Re: [雷] 我的少女時代好像初戀這件小事","Soros001"," 8/16","34"
