"title","author","date","response"
"594","[討論] 新少林五祖與魔鬼終結者2之相同處","sthho"," 1/11","19"
"3650","[新聞] 魔鬼終結者","phlie0915"," 2/26","14"
"5365","[新聞] 阿諾真的回來了 魔鬼終結者續集將上映","iam168888888"," 3/27","5"
"5391","[新聞] 阿諾真的回來了 魔鬼終結者續集將上映","lpbrother"," 3/28","16"
"5913","[新聞] 阿諾：「魔鬼終結者4」爛透了","DoraGmon"," 4/06","38"
"6090","Re: [新聞] 阿諾：「魔鬼終結者4」爛透了","spacealien"," 4/08","5"
"6441","[新聞] 《魔鬼終結者：創世契機》預告　「開戰了","MG149"," 4/13","55"
"6679","[討論] 《魔鬼終結者5：》與前作雷同之處","arsl400"," 4/17","5"
"7177","[  雷] 復仇者2有魔鬼終結者的錯覺？","gosh5566"," 4/24","3"
"7263","[  雷] 6分鐘看完魔鬼終結者1~4","bailong"," 4/25",""
"10336","[贈票] 【魔鬼終結者：創世契機】IMAX 3D搶先看","cecilia1220"," 6/10","爆"
"10422","[小雷]【魔鬼終結者：創世契機】老詹:這是第三集","BearJW"," 6/11","18"
"10468","[新聞] 魔鬼終結者新作 詹姆斯柯麥隆力挺","iam168888888"," 6/11","4"
"10523","[新聞]【魔鬼終結者5】主題曲片段曝光","KGLiu"," 6/12","1"
"10623","Re: [新聞]【魔鬼終結者5】主題曲片段曝光","ksten1688"," 6/13",""
"10747","[新聞] 張靚穎獻唱《魔鬼終結者5》全球片尾曲====","KGLiu"," 6/15","6"
"10993","[討論] 阿諾宣傳新片!!  魔鬼終結者上街頭XD","kyo2003"," 6/19","29"
"11069","[請益] 魔鬼終結者 哪台會重播呢?","bjzx5"," 6/19","26"
"11400","[請益] 想看《魔鬼終結者5》,有需要複習1~4全部?","Emerson158"," 6/25","25"
"11410","Re: [請益] 想看《魔鬼終結者5》,有需要複習1~4全部?","BearJW"," 6/25","13"
"11434","[無雷] 魔鬼終結者-創世契機 小心得","BrightKiller"," 6/25","24"
"11455","[無雷]魔鬼終結者：創世契機 IMAX3D無雷心得 ","S890127"," 6/25","11"
"11459","[請益] 魔鬼終結者重開機失敗了嘛?? ","gelni5566"," 6/25","17"
"11465","[好無雷] 魔鬼終結者:創世契機","ayrtonvitas"," 6/25","5"
"11468","Re: [請益] 魔鬼終結者重開機失敗了嘛?? ","ayrtonvitas"," 6/26","7"
"11482","[好無雷]魔鬼終結者:創世契機 觀影心得5=2>1>3>4","mgdesigner"," 6/26","45"
"11513","[好雷] 魔鬼終結者5：創世契機","aidc"," 6/26","6"
"11547","[Live] 魔鬼終結者：未來救贖","yfme"," 6/27","36"
"11562","[Live] 魔鬼終結者1","yfme"," 6/27","49"
"11616","Re: [請益] 想看《魔鬼終結者5》,有需要複習1~4全部?","killeryuan"," 6/29","5"
"11729","[普普普雷] 魔鬼終結者：創世契機","SUMMERMAN"," 7/01","13"
"11751","[普雷] 魔鬼終結者創世契機","GipsyDanger"," 7/01","7"
"11759","[微好雷]《魔鬼終結者：創世契機》，重啟之後？ ","a122239"," 7/01","13"
"11781","[討論] 《魔鬼終結者：創世契機》片尾彩蛋","jxmd"," 7/02","9"
"11782","[好雷] 魔鬼終結者：創世契機","song042008"," 7/02","12"
"11785","[請益] 魔鬼終結者 4dx","danmitsu"," 7/02","3"
"11794","[普雷]魔鬼終結者：創世契機 ","ChenHai5566"," 7/02","6"
"11795","[ 好雷] 魔鬼終結者：創世契機","electronicyi"," 7/02","1"
"11798","Re: [好雷] 魔鬼終結者：創世契機（劇透）","mgdesigner"," 7/02","6"
"11800","[普雷]魔鬼終結者-創世契機 ","xdctjh"," 7/02","9"
"11803","[普雷] 魔鬼終結者:創世契機 ","sai01215"," 7/02","2"
"11805","[普雷] 嗑電影：魔鬼終結者：創世契機","gys2"," 7/02","4"
"11807","[討論] 魔鬼終結者5看3d效果好嗎？","daniem1314"," 7/02","2"
"11812","[普好雷] 魔鬼終結者 創世契機 (微雷)","erttyy8821"," 7/02","4"
"11814","[好雷] 魔鬼終結者：創世契機之阿諾好可愛XD","Sixwillows"," 7/02","16"
"11820","[普雷] 我老但有用的魔鬼終結者 ","ipipwrong"," 7/02","2"
"11821","[好雷] 魔鬼終結者：創世契機~阿諾爺爺您回來啦~","tsukachan"," 7/02","13"
"11826","[普雷] 魔鬼終結者-科幻包裝的家庭劇 ","ckshchen"," 7/02","8"
"11828","[好無雷] 魔鬼終結者卡麗熙好正","paul801229"," 7/02","3"
"11834","Re: [好雷] 魔鬼終結者：創世契機（劇透）","JinJoy"," 7/02","7"
"11835","[請益] 關於魔鬼終結者型號的疑問","charmed10i"," 7/02",""
"11838","[好雷] 魔鬼終結者創世契機：融合舊經典的新故事 ","ck0413"," 7/02","15"
"11841","[請益] 魔鬼終結者5 看2D還是3D？","danielwu13"," 7/02","9"
"11847","[普雷] 魔鬼終結者：創世紀  史上最強的終結者","A1an"," 7/03","16"
"11852","[請益] 看完魔鬼終結者創世契機有問題想請教...","tomcoollee"," 7/03","11"
"11853","Re: [請益] 關於魔鬼終結者型號的疑問","mgdesigner"," 7/03","2"
"11862","[請益] 魔鬼終結者創世契機","dddgirlkimo"," 7/03","7"
"11863","[無雷] 魔鬼終結者：創世契機","nonboken"," 7/03","9"
"11874","[普雷] 魔鬼終結者：創世契機 ","sfcgbc"," 7/03","3"
"11887","[無雷]魔鬼終結者-創世契機 無雷觀後感 ","maxj"," 7/03",""
"11895","[選片] 熊麻吉2 v.s. 魔鬼終結者:創世契機","Apr0"," 7/03",""
"11896","[請益] 魔鬼終結者5前半段 沒看過1`2集會很難看?","than09138"," 7/03","17"
"11898","[好雷] 創世契機：這才是魔鬼終結者第三集！","doggo"," 7/03","23"
"11902","[請益] 魔鬼終結者:創世契機","vqx1124"," 7/03","1"
"11916","[好雷]魔鬼終結者：創世契機 ","always0410"," 7/04","13"
"11922","[不知道該怎樣分雷]魔鬼終結者 ","MOONY135"," 7/04","4"
"11924","[請益] 魔鬼終結者：創世契機 (微雷)","wacow1106"," 7/04","12"
"11930","[請益] 看魔鬼終結者需要複習哪幾集?","puffy7575"," 7/04","24"
"11934","[普無雷] 魔鬼終結者5 算是無腦動作片(?)","GameHeven"," 7/04","2"
"11935","[普好雷] 魔鬼終結者 創世契機","junkuo"," 7/04","3"
"11936","[負雷] 徒具空殼──魔鬼終結者：創世契機","EricCat"," 7/04","8"
"11939","[好雷] 魔鬼終結者5-歡樂不失緊湊 ","jizz56"," 7/04","14"
"11940","[ 好無雷] 魔鬼終結者5 重啟的經典","h27045368"," 7/04","10"
"11944","[請益] 魔鬼終結者5看完疑問(雷)","jason748"," 7/04","20"
"11945","Re: [負雷] 徒具空殼──魔鬼終結者：創世契機","holidaypan"," 7/04","2"
"11946","Re: [請益] 魔鬼終結者5看完疑問(雷)","MOONY135"," 7/04","7"
"11948","Re: [負雷] 徒具空殼──魔鬼終結者：創世契機","CyberElite"," 7/04","3"
"11950","[Live] 魔鬼終結者第三集","yfme"," 7/04","24"
"11951","[請益] 魔鬼終結者5的問題","winged98"," 7/04","5"
"11957","Re: [請益] 魔鬼終結者5看完疑問(雷)","ComeThrough"," 7/05","4"
"11967","[好雷] 魔鬼終結者-創世契機 新任老爸阿諾","a31906109"," 7/05","6"
"11969","[討論] 魔鬼終結者","chalie740305"," 7/05",""
"11972","[請益] 魔鬼終結者5-關於槍的問題","wenctkimo"," 7/05","16"
"11974","[新聞] 「魔鬼終結者」阿諾 力壓新生代猛男","chandler0419"," 7/05","5"
"11978","[好雷] 魔鬼終結者 - 創世契機","candlemaker"," 7/05","15"
