"title","author","date","response"
"1324","[新聞]潘恩《魔法黑森林》演王子 自我感覺太良好","vupmp6"," 1/22","13"
"2983","[好雷] 魔法黑森林～童話後的真實面","paulyear"," 2/17",""
"2988","[普雷]《魔法黑森林》，將音樂抽離，還剩下什麼","a122239"," 2/17","12"
"3039","[心願雷]拜訪魔法黑森林 ","JEFF11503"," 2/18","5"
"3042","[負雷] 魔法黑森林 有記憶以來最爛片","mp5good"," 2/18","14"
"3057","Re: [負雷] 魔法黑森林 有記憶以來最爛片","shinbird"," 2/18","12"
"3058","[討論] 魔法黑森林裡的童話亂鬥(有雷)","rainyday801"," 2/19","5"
"3110","[負雷] 魔法黑森林很危險 不要亂進去 ","s3714443"," 2/19","3"
"3113","[普雷] 魔法黑森林Into the Woods-所求不得 ","whoiam"," 2/19",""
"3114","[微好雷]魔法黑森林之光看卡司就回本 ","ptwang"," 2/19","6"
"3131","[好雷]魔法黑森林-希望的代價 ","YMSH205"," 2/19","2"
"3146","［微好雷］魔法黑森林-這兒童不宜耶","elu6"," 2/20","8"
"3149","[好雷] 魔法黑森林負評？Into the Woods話說從頭","kolala"," 2/20","43"
"3172","[好雷] 魔法黑森林 Into the Woods","windxx"," 2/20","2"
"3186","[討論] 魔法黑森林有後勁","lcyspeaking"," 2/20","5"
"3188","[負雷] 不如看原著的【魔法黑森林】","shinbird"," 2/20","1"
"3197","[請益] 魔法黑森林vs大喜臨門","nenov"," 2/20","4"
"3200","[普雷] 魔法黑森林","rhap24601"," 2/20","2"
"3207","[爆炸爛雷] 魔法黑森林","clione33"," 2/20","4"
"3210","[普雷] 黑暗童話融於一爐──魔法黑森林","EricCat"," 2/20","1"
"3223","[大負雷] 魔法黑森林","RaiGend0519"," 2/21","12"
"3252","[請益] 魔法黑森林","akida11"," 2/21","12"
"3254","[普好雷] 魔法黑森林 ","fishclamp"," 2/21","2"
"3265","[討論] 魔法黑森林電影中的隱喻","k000917"," 2/21","2"
"3273","Re: [好雷] 魔法黑森林負評？Into the Woods話說從頭","Kindertraum"," 2/21","5"
"3292","[普雷] 絕對不適合小孩子的魔法黑森林 ","rosen2061"," 2/22",""
"3294","[討論] 魔法黑森林有那麼糟嗎？(有雷)","kowei526"," 2/22","39"
"3304","Re: [討論] 魔法黑森林有那麼糟嗎？(有雷)","dragoneminem"," 2/22","6"
"3311","Re: [討論] 魔法黑森林有那麼糟嗎？(有雷)","YMSH205"," 2/22",""
"3324","Re: [討論] 魔法黑森林有那麼糟嗎？(有雷)","shinbird"," 2/22","8"
"3486","Re: [討論] 魔法黑森林有那麼糟嗎？(有雷)","mbczzz"," 2/24","22"
"3492","[大好雷] 魔法黑森林 ","shehand"," 2/24",""
"3517","[選片] 格雷VS魔法黑森林","abo90141436"," 2/24","5"
"3518","Re: [討論] 魔法黑森林有那麼糟嗎？(有雷)","fcku413"," 2/24","5"
"3522","Re: [選片] 格雷VS魔法黑森林","abo90141436"," 2/24","3"
"3605","Re: [討論] 魔法黑森林有那麼糟嗎？(有雷)","yenaurora"," 2/25","10"
"3655","Re: [討論] 魔法黑森林有那麼糟嗎？(有雷)","yoson"," 2/26","7"
"3663","[負雷]魔法黑森林觀後感想 ","guegue0605"," 2/26","9"
"3691","[好雷] 魔法黑森林，九點雜感","mysmalllamb"," 2/26","13"
"3720","Re: [討論] 魔法黑森林有那麼糟嗎？(有雷)(影院軼事)","inuyashafan"," 2/27","3"
"3864","[普雷] 魔法黑森林 電影(雷) VS 音樂劇(雷) ","pablo1126"," 3/01","2"
"3896","[普雷] 魔法黑森林 Into The Woods ","TCPai"," 3/01","1"
"4098","[好雷] 魔法黑森林  ","abani"," 3/04","9"
"4145","[普雷]魔法黑森林","jygiant0330"," 3/05","5"
"4160","[好雷] 魔法黑森林 ","agoraphobia"," 3/05","12"
"4487","[負雷] 魔法黑森林真的可以不用看 ","funnyfatcat"," 3/11","2"
"4690","[討論] 魔法黑森林被刪掉的電影原創曲","fishclamp"," 3/14",""
"4744","[負雷] 魔法黑森林 - 定位不明的一場混戰","flowergone"," 3/15","1"
"4905","Re: [討論] 魔法黑森林被刪掉的電影原創曲","s0209s"," 3/18","2"
"8650","[好雷] 魔法黑森林(Into the Woods)","SaLaVie"," 5/16","6"
"9986","[負雷] 魔法黑森林","pauljet"," 6/05","15"
"10094","[心得]魔法黑森林","jamiro0000"," 6/07","3"
"10222","[普好雷] 魔法黑森林","ksten1688"," 6/08","5"
"15768","[ 普雷] 魔法黑森林要表達......？","hisaken"," 8/24","6"
"21261","[負雷] 魔法黑森林","timblue0823","11/12","16"
"23232","[LIVE] 魔法黑森林","e20288","12/13","34"
