"title","author","date","response"
"1984","[討論] 「熊麻吉2」&「分歧者2」新預告","beckseaton"," 2/02","21"
"3033","[普雷] 極速短評 分歧者","DareJ"," 2/18","3"
"3825","[負雷] 分歧者 - 冗長&中二&無邏輯","cup0226"," 2/28","33"
"4200","[暴怒負雷] 分歧者 ","bluedragon"," 3/06","20"
"4329","[普雷] 其實，選不出來不會怎麼樣啦─分歧者 ","vvvvv"," 3/08","2"
"4367","[討論] 分歧者2???","ckshchen"," 3/09","9"
"4747","[LIVE] 分歧者 STAR MOVIES 21:00 (首播)","twyes1688"," 3/15","76"
"5017","[  雷] 分歧者2","brandonse"," 3/20","8"
"5021","[好雷] 分歧者2：叛亂者","Sam0907"," 3/21",""
"5027","[小負雷] 分歧者2 叛亂者","hoeo1234"," 3/21","5"
"5034","[討論] 分歧者2 值得看IMAX 3D嗎？","ouxiny"," 3/21","22"
"5090","[負雷] 分歧者2 真的差1太多","cappa"," 3/22","12"
"5122","[好雷] 分歧者2:叛亂者～逃離，然後呢？","paulyear"," 3/22","1"
"5137","[好雷] 分歧者2 (比1好看捏~)","aliceyjl"," 3/23","30"
"5171","[情報] 台北週末票房 3/20~3/22 分歧者2 奪冠","ksten1688"," 3/23","24"
"5181","[請益] 分歧者1跟2","shinaha"," 3/23","11"
"5204","[普雷]《分歧者2叛亂者》：這不就是現實世界？ ","jacktang3200"," 3/24","1"
"5229","[大負雷] 分歧者 ","cijaytheone"," 3/24","37"
"5241","Re: [大負雷] 分歧者 ","loriiori"," 3/25",""
"5242","[普雷] 分歧者 ","redhorse"," 3/25","3"
"5276","[普好雷] 分歧者2 叛亂者 ","Bluegnga"," 3/26","6"
"5294","[討論] 有人看了分歧者2後跟我一樣想法嗎？","COOPER0933"," 3/26","57"
"5309","[好雷] 分歧者2","heray"," 3/26","14"
"5333","[大爛雷] 分歧者2---建議帶枕頭去看","beatfuture"," 3/27","1"
"5369","[普雷] 《分歧者2》- 還是喜歡長髮翠絲","pippychen"," 3/27","6"
"5374","[選片] 仙履奇緣 vs 分歧者二","kurtdh"," 3/27","31"
"5456","[普雷]無限想像的分歧者2 ","Neilhere"," 3/29","3"
"5463","[負雷] 分歧者2 ","sakula0616"," 3/29","1"
"5480","[好雷]  分歧者2","revwaf"," 3/30","8"
"5482","[負雷] 分歧者2霸氣主角","m88076"," 3/30","14"
"5517","[大好雷] 分歧者2 ","vvvccc1d"," 3/30","3"
"5534","Re: [負雷] 分歧者2霸氣主角","revwaf"," 3/31","7"
"5899","Re: [大好雷] 分歧者2 ","chengaga"," 4/06",""
"6049","[ 普雷] 分歧者的個人體悟","Fonshoa"," 4/08",""
"6591","[普雷] 分歧者2：叛亂者 ","hunk7108"," 4/16",""
"6766","[負雷] 分歧者2 ","NIGHT0330"," 4/19",""
"6884","[好雷] 愛情、冒險、動作 / 分歧者 Divergent","athena950041"," 4/20","2"
"9655","[為你而寫]分歧者-勇敢","JWJWLin"," 5/30",""
"10639","[請益] 分歧者2沒看1的話看得懂嗎?","seeyou12"," 6/14","18"
"12865","[  雷] 分歧者內的疑惑","MitaMa"," 7/18","15"
"12980","[討論] 關於分歧者的問題","halfsummer"," 7/19","2"
"14423","[討論] 演分歧者的Ansel Elgort小鮮肉要來台灣","daisy050001"," 8/10",""
"14464","[討論] 分歧者女主角跟哥哥上床？","chandler0419"," 8/10","4"
"17326","[負雷] 移動迷宮2 比分歧者2還爛","ya700"," 9/11",""
"17658","[討論] 分歧者3預告","david850809"," 9/16","13"
"17735","[新聞] 《分歧者3》首支預告曝光　雪琳伍德莉輕","fireguard119"," 9/17","8"
"18266","Re: [討論] 關於分歧者的問題","waiter337"," 9/26",""
"23007","[選片] 飢餓遊戲 移動迷宮 分歧者","Dissipate","12/09","46"
