"title","author","date","response"
"5584","[討論] 「瘋狂麥斯：憤怒道」最新預告","beckseaton"," 4/01","27"
"5796","[新聞] 蝙蝠俠對超人預告 將會在瘋狂麥斯前播出","sampsonlu919"," 4/04","8"
"5798","[新聞] 湯姆哈迪已簽署了 後續三部瘋狂麥斯合約","sampsonlu919"," 4/04","30"
"8010","[贈票]4DX3D【瘋狂麥斯：憤怒道】(台南大遠百)","ljoeys"," 5/06","爆"
"8074","Re: [贈票]4DX3D【瘋狂麥斯：憤怒道】(公佈得獎名單)","ljoeys"," 5/07","8"
"8293","Re: [贈票]4DX3D【瘋狂麥斯：憤怒道】(第二波加碼贈票)","ljoeys"," 5/11","6"
"8345","[揪團]《瘋狂麥斯憤怒道》包場意願調查","juimei"," 5/12","10"
"8361","[討論] 「瘋狂麥斯：憤怒道」評價狂飆中","beckseaton"," 5/12","68"
"8369","[無雷] 瘋狂麥斯：憤怒道","kinple"," 5/12","24"
"8386","Re: [討論] 「瘋狂麥斯：憤怒道」評價狂飆中","PatsyGallagh"," 5/13","54"
"8439","Re: [討論] 「瘋狂麥斯：憤怒道」評價狂飆中","wdobw"," 5/14","9"
"8441","Re: [討論] 「瘋狂麥斯：憤怒道」評價狂飆中","skyshadow"," 5/14","5"
"8443","Re: [討論] 「瘋狂麥斯：憤怒道」評價狂飆中","a444498"," 5/14",""
"8444","Re: [討論] 「瘋狂麥斯：憤怒道」評價狂飆中","colapola"," 5/14","4"
"8448","【瘋狂麥斯：憤怒道】看片前的一些整理","shihshih0202"," 5/14","10"
"8452","Re: [討論] 「瘋狂麥斯：憤怒道」評價狂飆中","justice79"," 5/14","3"
"8460","[好雷] 瘋狂麥斯：憤怒道 4DX版～看前必知二三事","paulyear"," 5/14","24"
"8474","[好無雷] 瘋狂麥斯：憤怒道 Mad Max:Fury Road","nia4ever"," 5/15","24"
"8478","[超好雷] 精彩的荒漠cult大戰，瘋狂麥斯：憤怒道","stacyshu"," 5/15","12"
"8484","[好無雷] 瘋狂麥斯：憤怒道 Mad Max","GameHeven"," 5/15","10"
"8488","[請益] 沒看過前作 直接看瘋狂麥斯會看得懂嗎","pttjob"," 5/15",""
"8490","Re: 【瘋狂麥斯：憤怒道】看片前的一些整理","yorkbuster"," 5/15","5"
"8493","Re:[好無雷] 瘋狂麥斯：憤怒道 4DX版小心得","william456"," 5/15","4"
