"title","author","date","response"
"536","[討論] 成人世界第二支預告","arsl400"," 1/10","8"
"4127","[好雷]《成人世界》機器人啟示錄大開爽片外掛！ ","ash1118"," 3/05","13"
"4175","[普雷] 成人世界 ","setom"," 3/06","9"
"4181","[選片] 金牌特務&成人世界","cat803"," 3/06","31"
"4185","[選片] 超時空攔截VS成人世界","hungmoon"," 3/06","31"
"4186","[好雷]成人世界 Chappie~~ ","TCPai"," 3/06","8"
"4192","[普雷] 成人世界","del680202"," 3/06","13"
"4213","[無雷] \"成人世界\"-無雷感想 ","maxj"," 3/07","5"
"4214","[好雷] 成人世界-chappie ","aptx9527"," 3/07","1"
"4216","[好雷] 成人世界 你還會不會是你？","werqq"," 3/07","1"
"4225","Re: [超級負雷] 成人世界","hehe3210"," 3/07","1"
"4228","Re: [超級負雷] 成人世界","unixxxx"," 3/07","1"
"4238","[選片] 決勝焦點 vs 成人世界","lazydoggy"," 3/07","12"
"4240","Re: [超級負雷] 成人世界","bjeffreychou"," 3/07",""
"4252","Re: [超級負雷] 成人世界","boyen3"," 3/07","2"
"4266","[普雷] 成人世界 Chappie","hotdog0528"," 3/07","2"
"4270","Re: [超級負雷] 成人世界","disappear245"," 3/07","3"
"4278","[超級好雷] 成人世界 ","imgodd"," 3/07","9"
"4286","Re: [超級負雷] 成人世界","lienchi"," 3/08","7"
"4287","Re: [超級負雷] 成人世界","Tamiya"," 3/08","10"
"4291","[負雷] 成人世界之吐槽滿點","lake00485"," 3/08","8"
"4294","[好雷] 《成人世界》長大難道是人必經的潰爛","pigo8032"," 3/08",""
"4296","Re: [好雷] 《成人世界》長大難道是人必經的潰爛","jdrew"," 3/08",""
"4302","[負雷]  成人世界小失望","waws20312"," 3/08","3"
"4307","[選片] GC大囍臨門VS GC成人世界","w2776803"," 3/08","5"
"4316","Re: [好雷] 《成人世界》長大難道是人必經的潰爛","femlro"," 3/08","1"
"4322","[普好雷] 成人世界(Chappie)","arsl400"," 3/08","6"
"4344","[普雷] 成人世界 = 南非\"外面的世界\"","Swaris"," 3/08","6"
"4355","[普雷] 電影心得分享－【成人世界（Chappie）】","peterann"," 3/08",""
"4371","[選片] 成人世界v.s決勝焦點","hsusanity"," 3/09","4"
"4386","[請益] 關於成人世界的問題","jumpjumpegg"," 3/09","6"
"4392","[普雷] 成人世界~沒事記得要備份~ ","tsukachan"," 3/09","5"
"4394","[負雷] 成人世界：大觀點小格局的隨興創作","simongarden"," 3/09","8"
"4400","[選片] 暗黑vs超時空vs成人世界","apemonkey"," 3/09","6"
"4416","[新聞] 成人世界上映首週 北美票房稱霸","iam168888888"," 3/09","1"
